,price,area,status,bhk,location,builder,bath
892,28.0,502,Ready to move,1,Perungalathur,seller,1.0
893,96.0,1900,Under Construction,3,Perungalathur,Propsource Realty Private Limited,3.0
895,77.0,1400,Ready to move,3,Perungalathur,Propsource Realty Private Limited,3.0
896,65.0,1250,Ready to move,3,Perungalathur,Propsource Realty Private Limited,3.0
897,77.0,1400,Ready to move,3,Perungalathur,Propsource Realty Private Limited,3.0
898,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
899,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
900,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
901,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
902,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
903,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
904,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
905,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
906,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
907,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
908,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
909,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
910,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
911,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
912,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
913,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
914,62.0,1030,Ready to move,3,Perungalathur,seller,2.0
915,58.0,1030,Ready to move,3,Perungalathur,seller,2.0
916,69.6,1200,Ready to move,3,Perungalathur,MC Foundation,3.0
917,60.32,1040,Ready to move,2,Perungalathur,MC Foundation,2.0
918,54.17,934,Ready to move,2,Perungalathur,MC Foundation,2.0
919,51.56,889,Ready to move,2,Perungalathur,MC Foundation,2.0
920,53.0,974,Under Construction,2,Perungalathur,ARB HOMES,2.0
921,66.0,1366,Under Construction,3,Perungalathur,ARB HOMES,2.0
922,131.0,1556,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
923,251.0,2550,Under Construction,3,Perungudi,Appaswamy Real Estate,2.0
924,226.0,2288,Under Construction,3,Perungudi,Appaswamy Real Estate,2.0
925,306.0,3096,Under Construction,4,Perungudi,Appaswamy Real Estate,3.0
926,223.0,2256,Under Construction,3,Perungudi,Appaswamy Real Estate,2.0
929,124.0,1477,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
931,113.0,1343,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
933,321.0,3252,Under Construction,4,Perungudi,Appaswamy Real Estate,3.0
941,111.0,1311,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
942,131.0,1561,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
943,240.0,2429,Under Construction,3,Perungudi,Appaswamy Real Estate,2.0
944,110.0,1317,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
945,111.0,1313,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
947,134.0,1583,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
948,133.0,1577,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
949,133.0,1580,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
950,236.0,2398,Under Construction,3,Perungudi,Appaswamy Real Estate,2.0
951,316.0,3210,Under Construction,4,Perungudi,Appaswamy Real Estate,3.0
956,118.0,1394,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
957,117.0,1392,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
960,118.0,1398,Under Construction,2,Perungudi,Appaswamy Real Estate,1.0
962,137.0,1485,Ready to move,3,Perungudi,seller,3.0
964,101.0,1188,Under Construction,2,Perungudi,24K Realtors,2.0
965,51.37,598,Under Construction,1,Perungudi,24K Realtors,1.0
966,138.0,1380,Ready to move,3,Perungudi,Kkk Landmark,3.0
967,120.0,1200,Ready to move,3,Perungudi,Kkk Landmark,3.0
968,120.0,1200,Ready to move,3,Perungudi,Kkk Landmark,3.0
969,130.0,1308,Ready to move,3,Perungudi,Kkk Landmark,3.0
970,125.0,1250,Ready to move,3,Perungudi,Kkk Landmark,3.0
971,104.0,1044,Ready to move,2,Perungudi,Kkk Landmark,2.0
972,106.0,1060,Ready to move,2,Perungudi,Kkk Landmark,2.0
973,106.0,1062,Ready to move,2,Perungudi,Kkk Landmark,2.0
974,137.0,1370,Ready to move,3,Perungudi,Kkk Landmark,3.0
975,126.0,1264,Ready to move,3,Perungudi,Kkk Landmark,3.0
976,106.0,1065,Ready to move,2,Perungudi,Kkk Landmark,2.0
977,106.0,1060,Ready to move,2,Perungudi,Kkk Landmark,2.0
978,137.0,1370,Ready to move,3,Perungudi,Kkk Landmark,3.0
979,130.0,1308,Ready to move,3,Perungudi,Kkk Landmark,3.0
980,130.0,1308,Ready to move,3,Perungudi,Kkk Landmark,3.0
981,120.0,1200,Ready to move,3,Perungudi,Kkk Landmark,3.0
982,104.0,1044,Ready to move,2,Perungudi,Kkk Landmark,2.0
983,120.0,1200,Ready to move,3,Perungudi,Kkk Landmark,3.0
984,138.0,1380,Ready to move,3,Perungudi,Kkk Landmark,3.0
985,126.0,1264,Ready to move,3,Perungudi,Kkk Landmark,3.0
986,125.0,1250,Ready to move,3,Perungudi,Kkk Landmark,3.0
987,125.0,1250,Ready to move,3,Perungudi,Kkk Landmark,3.0
988,137.0,1370,Ready to move,3,Perungudi,Kkk Landmark,3.0
989,138.0,1380,Ready to move,3,Perungudi,Kkk Landmark,3.0
990,130.0,1308,Ready to move,3,Perungudi,Kkk Landmark,3.0
991,88.39,1637,Ready to move,3,Poonamallee,Poojaa Foundation,2.0
992,79.54,1473,Ready to move,3,Poonamallee,Poojaa Foundation,2.0
993,54.1,1002,Ready to move,2,Poonamallee,Poojaa Foundation,2.0
994,76.57,1418,Ready to move,3,Poonamallee,Poojaa Foundation,2.0
995,79.54,1473,Ready to move,3,Poonamallee,Poojaa Foundation,2.0
996,54.1,1002,Ready to move,2,Poonamallee,Poojaa Foundation,2.0
997,76.57,1418,Ready to move,3,Poonamallee,Poojaa Foundation,2.0
998,52.43,971,Ready to move,2,Poonamallee,Poojaa Foundation,1.0
999,76.68,1420,Ready to move,3,Poonamallee,Poojaa Foundation,3.0
1000,53.89,998,Ready to move,2,Poonamallee,Poojaa Foundation,1.0
1001,53.83,997,Ready to move,2,Poonamallee,Poojaa Foundation,1.0
1002,88.23,1634,Ready to move,3,Poonamallee,Poojaa Foundation,3.0
1003,53.83,997,Ready to move,2,Poonamallee,Poojaa Foundation,1.0
1006,69.47,965,Under Construction,2,Porur,Urban Tree Infrastructures,1.0
1007,78.71,1212,Under Construction,2,Porur,other,1.0
1008,66.44,923,Under Construction,2,Porur,Urban Tree Infrastructures,2.0
1009,92.65,1287,Under Construction,3,Porur,Urban Tree Infrastructures,2.0
1010,78.1,1085,Under Construction,3,Porur,Urban Tree Infrastructures,3.0
1011,73.93,1027,Under Construction,2,Porur,Urban Tree Infrastructures,1.0
1012,69.9,971,Under Construction,2,Porur,Urban Tree Infrastructures,1.0
1013,69.54,966,Under Construction,2,Porur,Urban Tree Infrastructures,1.0
1015,62.09,956,Under Construction,2,Porur,other,1.0
1017,81.05,1248,Under Construction,2,Porur,other,1.0
1018,61.37,945,Under Construction,2,Porur,other,1.0
1019,70.99,1093,Under Construction,2,Porur,other,1.0
1020,61.18,942,Under Construction,2,Porur,other,1.0
1021,79.43,1223,Under Construction,2,Porur,other,1.0
1023,85.0,1071,Ready to move,2,Porur,seller,2.0
1024,85.0,1071,Ready to move,2,Porur,seller,2.0
1025,69.47,965,Under Construction,2,Porur,ARB HOMES,1.0
1026,66.44,923,Under Construction,2,Porur,ARB HOMES,2.0
1027,92.65,1287,Under Construction,3,Porur,ARB HOMES,2.0
1028,78.1,1085,Under Construction,3,Porur,ARB HOMES,3.0
1029,73.93,1027,Under Construction,2,Porur,ARB HOMES,1.0
1030,69.9,971,Under Construction,2,Porur,ARB HOMES,1.0
1031,69.54,966,Under Construction,2,Porur,ARB HOMES,1.0
1032,66.0,950,Under Construction,2,Porur,ARB HOMES,2.0
1033,64.0,959,Under Construction,2,Porur,ARB HOMES,2.0
1034,76.0,1085,Under Construction,3,Porur,other,3.0
1035,40.08,835,Ready to move,2,Pozhichalur,Sandhya,1.0
1036,40.22,838,Ready to move,2,Pozhichalur,Sandhya,1.0
1037,32.3,673,Ready to move,2,Pozhichalur,Sandhya,1.0
1038,24.09,502,Under Construction,1,Pozhichalur,Sandhya,1.0
1039,33.93,707,Under Construction,2,Pozhichalur,Sandhya,1.0
1040,22.84,476,Under Construction,1,Pozhichalur,Sandhya,1.0
1041,35.85,747,Under Construction,2,Pozhichalur,Sandhya,1.0
1042,50.49,1020,Under Construction,3,Pozhichalur,Individual Agent,2.0
1043,29.7,600,Under Construction,1,Pozhichalur,Individual Agent,1.0
1044,40.34,815,Under Construction,2,Pozhichalur,Individual Agent,1.0
1045,46.03,930,Under Construction,2,Pozhichalur,Individual Agent,1.0
1046,49.5,1000,Under Construction,3,Pozhichalur,Individual Agent,2.0
1047,34.15,690,Under Construction,2,Pozhichalur,Individual Agent,1.0
1048,48.26,975,Under Construction,2,Pozhichalur,Individual Agent,1.0
1049,39.6,800,Under Construction,2,Pozhichalur,Individual Agent,1.0
1050,43.0,799,Ready to move,2,Rajakilpakkam,seller,2.0
1051,95.0,1700,Ready to move,3,Rajakilpakkam,MC Foundation,3.0
1052,78.4,1400,Ready to move,3,Rajakilpakkam,MC Foundation,3.0
1053,72.8,1300,Ready to move,3,Rajakilpakkam,MC Foundation,3.0
1054,66.58,1189,Ready to move,3,Rajakilpakkam,MC Foundation,3.0
1055,57.34,1024,Ready to move,2,Rajakilpakkam,MC Foundation,2.0
1056,53.98,964,Ready to move,2,Rajakilpakkam,MC Foundation,2.0
1057,46.25,826,Ready to move,2,Rajakilpakkam,MC Foundation,2.0
1058,43.96,785,Ready to move,2,Rajakilpakkam,MC Foundation,2.0
1062,48.2,964,Ready to move,2,Rajakilpakkam,MC Foundation,2.0
1063,45.0,900,Ready to move,2,Rajakilpakkam,MC Foundation,2.0
1064,40.6,812,Ready to move,2,Rajakilpakkam,MC Foundation,2.0
1065,168.0,994,Under Construction,2,Royapettah,MEHTA REAL ESTATE CHENNAI LLP,2.0
1066,168.0,994,Ready to move,2,Royapettah,MEHTA REAL ESTATE CHENNAI LLP,2.0
1067,230.0,1440,Ready to move,3,Royapettah,MEHTA REAL ESTATE CHENNAI LLP,3.0
1068,385.0,2336,Ready to move,3,Royapettah,MEHTA REAL ESTATE CHENNAI LLP,3.0
1069,903.0,4200,Ready to move,3,Royapettah,Vinay Asrani,2.0
1070,636.0,2961,Ready to move,3,Royapettah,Vinay Asrani,2.0
1071,635.0,2958,Ready to move,3,Royapettah,Vinay Asrani,2.0
1072,636.0,2960,Ready to move,4,Royapettah,Vinay Asrani,3.0
1073,635.0,2957,Ready to move,4,Royapettah,Vinay Asrani,3.0
1074,1397.0,6500,Ready to move,5,Royapettah,Vinay Asrani,6.0
1075,645.0,3000,Ready to move,3,Royapettah,Vinay Asrani,2.0
1076,838.0,3899,Ready to move,3,Royapettah,Vinay Asrani,2.0
1077,674.0,3135,Ready to move,3,Royapettah,Vinay Asrani,3.0
1078,114.0,600,Ready to move,1,Royapettah,Vinay Asrani,1.0
1079,636.0,2959,Ready to move,4,Royapettah,Vinay Asrani,3.0
1080,832.0,3874,Ready to move,3,Royapettah,Vinay Asrani,2.0
1081,1397.0,6498,Ready to move,5,Royapettah,Vinay Asrani,6.0
1082,817.0,3800,Ready to move,3,Royapettah,Vinay Asrani,2.0
1083,1422.0,6617,Ready to move,5,Royapettah,Vinay Asrani,6.0
1084,674.0,3139,Ready to move,4,Royapettah,Vinay Asrani,3.0
1085,101.0,1760,Under Construction,3,Selaiyur,DAC Promoters,2.0
1086,175.0,2544,Under Construction,4,Selaiyur,DAC Promoters,3.0
1087,67.32,1030,Ready to move,2,Selaiyur,other,1.0
1088,67.32,1030,Ready to move,2,Selaiyur,other,1.0
1089,79.71,1226,Ready to move,3,Selaiyur,other,2.0
1090,79.71,1226,Ready to move,3,Selaiyur,other,2.0
1091,67.32,1030,Ready to move,2,Selaiyur,other,1.0
1092,67.32,1030,Ready to move,2,Selaiyur,other,1.0
1093,79.71,1226,Ready to move,3,Selaiyur,other,2.0
1094,79.71,1226,Ready to move,3,Selaiyur,other,2.0
1096,43.48,906,Ready to move,2,Selaiyur,MC Foundation,2.0
1097,40.27,839,Ready to move,2,Selaiyur,MC Foundation,2.0
1121,48.87,905,Ready to move,2,Selaiyur,MC Foundation,2.0
1122,46.54,862,Ready to move,2,Selaiyur,MC Foundation,2.0
1123,41.52,769,Ready to move,2,Selaiyur,MC Foundation,2.0
1124,39.26,818,Ready to move,2,Selaiyur,MC Foundation,2.0
1125,73.6,1269,Ready to move,3,Selaiyur,MC Foundation,3.0
1126,69.07,1191,Ready to move,3,Selaiyur,MC Foundation,3.0
1127,62.06,1070,Ready to move,2,Selaiyur,MC Foundation,2.0
1128,57.71,995,Ready to move,2,Selaiyur,MC Foundation,2.0
1129,55.85,963,Ready to move,2,Selaiyur,MC Foundation,2.0
1130,51.85,894,Ready to move,2,Selaiyur,MC Foundation,2.0
1131,47.56,820,Ready to move,2,Selaiyur,MC Foundation,2.0
1134,28.35,525,Ready to move,1,Selaiyur,MC Foundation,1.0
1135,72.0,1218,Under Construction,3,Sembakkam,seller,3.0
1136,52.5,960,Ready to move,2,Sembakkam,Individual Agent,1.0
1137,44.0,800,Ready to move,2,Sembakkam,Individual Agent,1.0
1138,27.5,586,Ready to move,1,Sembakkam,seller,1.0
1139,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1140,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1141,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1142,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1143,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1144,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1145,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1146,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1147,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1148,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1149,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1150,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1151,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1152,28.0,586,Ready to move,1,Sembakkam,seller,1.0
1154,39.5,809,Ready to move,2,Sembakkam,seller,2.0
1155,39.5,809,Ready to move,2,Sembakkam,seller,2.0
1156,39.5,809,Ready to move,2,Sembakkam,seller,2.0
1157,39.5,809,Ready to move,2,Sembakkam,seller,2.0
1158,39.5,809,Ready to move,2,Sembakkam,seller,2.0
1159,56.1,1020,Under Construction,3,Sembakkam,Individual Agent,2.0
1160,60.5,1100,Under Construction,3,Sembakkam,Individual Agent,2.0
1161,64.78,1117,Ready to move,3,Sembakkam,MC Foundation,3.0
1162,81.2,1400,Ready to move,3,Sembakkam,MC Foundation,3.0
1163,81.2,1400,Ready to move,3,Sembakkam,MC Foundation,3.0
1164,74.87,1291,Ready to move,3,Sembakkam,MC Foundation,3.0
1165,52.2,900,Ready to move,2,Sembakkam,MC Foundation,2.0
1166,64.78,1117,Ready to move,3,Sembakkam,MC Foundation,3.0
1167,120.0,2000,Ready to move,3,Sembakkam,MC Foundation,3.0
1168,100.0,1821,Ready to move,3,Sembakkam,MC Foundation,3.0
1169,95.0,1783,Ready to move,3,Sembakkam,MC Foundation,3.0
1170,90.0,1624,Ready to move,3,Sembakkam,MC Foundation,3.0
1171,140.0,2200,Under Construction,4,Sembakkam,MC Foundation,4.0
1172,73.37,1249,Ready to move,3,Sembakkam,MC Foundation,3.0
1173,69.26,1179,Ready to move,3,Sembakkam,MC Foundation,3.0
1174,57.75,983,Ready to move,2,Sembakkam,MC Foundation,2.0
1175,47.94,861,Ready to move,2,Sembakkam,MC Foundation,2.0
1176,54.3,905,Ready to move,2,Sembakkam,MC Foundation,2.0
1177,50.1,835,Ready to move,2,Sembakkam,MC Foundation,2.0
1180,51.01,981,Ready to move,2,Sembakkam,MC Foundation,2.0
1181,48.41,931,Ready to move,2,Sembakkam,MC Foundation,2.0
1182,44.25,851,Ready to move,2,Sembakkam,MC Foundation,2.0
1183,41.6,800,Ready to move,2,Sembakkam,MC Foundation,2.0
1184,27.6,600,Under Construction,2,Semmancheri,other,2.0
1185,27.6,600,Under Construction,2,Semmancheri,other,2.0
1186,34.0,700,Under Construction,2,Semmancheri,other,2.0
1187,39.0,800,Under Construction,2,Semmancheri,seller,2.0
1188,47.0,1060,Ready to move,2,Semmancheri,Elite nisha,2.0
1189,46.0,1200,Ready to move,1,Semmancheri,Elite nisha,2.0
1190,77.35,1645,Ready to move,3,Semmancheri,ARB HOMES,2.0
1193,62.75,1004,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1196,62.75,1004,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1203,48.64,885,Under Construction,2,Sholinganallur,other,1.0
1205,48.88,890,Under Construction,2,Sholinganallur,other,1.0
1206,47.43,860,Under Construction,2,Sholinganallur,other,1.0
1207,46.95,850,Under Construction,2,Sholinganallur,other,1.0
1208,47.67,865,Under Construction,2,Sholinganallur,other,1.0
1210,138.0,2525,Ready to move,4,Sholinganallur,Appaswamy Real Estate,3.0
1211,75.07,1365,Ready to move,2,Sholinganallur,Appaswamy Real Estate,1.0
1212,68.86,1252,Ready to move,2,Sholinganallur,Appaswamy Real Estate,1.0
1214,74.58,1356,Ready to move,2,Sholinganallur,Appaswamy Real Estate,1.0
1216,64.4,1171,Ready to move,2,Sholinganallur,Appaswamy Real Estate,1.0
1218,77.11,1402,Ready to move,2,Sholinganallur,Appaswamy Real Estate,1.0
1219,80.19,1458,Ready to move,2,Sholinganallur,Appaswamy Real Estate,1.0
1220,70.67,1285,Ready to move,2,Sholinganallur,Appaswamy Real Estate,1.0
1221,141.0,2580,Ready to move,4,Sholinganallur,Appaswamy Real Estate,3.0
1225,80.79,1469,Ready to move,2,Sholinganallur,Appaswamy Real Estate,1.0
1226,69.52,1264,Ready to move,2,Sholinganallur,Appaswamy Real Estate,1.0
1227,65.89,1198,Ready to move,2,Sholinganallur,Appaswamy Real Estate,1.0
1228,63.18,1011,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1229,63.18,1011,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1230,54.81,877,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1231,54.81,877,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1232,62.75,1004,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1233,63.18,1011,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1234,62.75,1004,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1235,54.81,877,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1236,63.18,1011,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1237,57.87,926,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1238,54.81,877,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1239,57.87,926,Under Construction,2,Sholinganallur,Grandstyle constructions,1.0
1240,63.1,1242,Under Construction,2,Sholinganallur,Prestige Estates Projects Ltd,2.0
1241,63.1,1242,Under Construction,2,Sholinganallur,Prestige Estates Projects Ltd,2.0
1242,33.71,604,Under Construction,1,Sholinganallur,Prestige Estates Projects Ltd,1.0
1243,33.66,603,Under Construction,1,Sholinganallur,Prestige Estates Projects Ltd,1.0
1244,63.51,1250,Under Construction,2,Sholinganallur,Prestige Estates Projects Ltd,2.0
1245,63.3,1246,Under Construction,2,Sholinganallur,Prestige Estates Projects Ltd,2.0
1246,33.77,605,Under Construction,1,Sholinganallur,Prestige Estates Projects Ltd,1.0
1247,33.44,599,Under Construction,1,Sholinganallur,Prestige Estates Projects Ltd,1.0
1248,33.6,602,Under Construction,1,Sholinganallur,Prestige Estates Projects Ltd,1.0
1250,62.85,1237,Under Construction,2,Sholinganallur,Prestige Estates Projects Ltd,2.0
1252,77.54,1468,Under Construction,2,Sholinganallur,Prestige Estates Projects Ltd,1.0
1253,70.2,1329,Under Construction,2,Sholinganallur,Prestige Estates Projects Ltd,2.0
1255,68.64,1351,Under Construction,2,Sholinganallur,Prestige Estates Projects Ltd,2.0
1265,65.28,1285,Under Construction,2,Sholinganallur,Prestige Estates Projects Ltd,1.0
1266,63.96,1259,Under Construction,2,Sholinganallur,Prestige Estates Projects Ltd,2.0
1267,64.52,1270,Under Construction,2,Sholinganallur,Prestige Estates Projects Ltd,2.0
1268,64.47,1269,Under Construction,2,Sholinganallur,Prestige Estates Projects Ltd,1.0
1271,56.0,1258,Ready to move,2,Sholinganallur,other,2.0
1272,109.0,1708,Under Construction,3,Sholinganallur,Propsource Realty Private Limited,3.0
1273,49.0,919,Ready to move,2,Sholinganallur,seller,2.0
1274,80.0,1237,Under Construction,2,Sholinganallur,ARB HOMES,2.0
1275,97.0,1598,Under Construction,3,Sholinganallur,ARB HOMES,2.0
1277,64.25,1737,Ready to move,3,Siruseri,Appaswamy Real Estate,2.0
1278,60.66,1640,Ready to move,3,Siruseri,Appaswamy Real Estate,2.0
1279,57.22,1547,Ready to move,3,Siruseri,Appaswamy Real Estate,2.0
1280,58.59,1584,Ready to move,3,Siruseri,Appaswamy Real Estate,2.0
1281,55.0,1487,Ready to move,3,Siruseri,Appaswamy Real Estate,2.0
1282,58.85,1591,Ready to move,3,Siruseri,Appaswamy Real Estate,2.0
1283,27.0,600,Under Construction,2,Siruseri,seller,4.0
1284,39.88,1040,Under Construction,3,Siruseri,other,2.0
1285,62.0,1295,Ready to move,2,Siruseri,seller,2.0
1286,74.47,1655,Ready to move,3,Siruseri,Propsource Realty Private Limited,3.0
1287,40.0,930,Under Construction,2,Siruseri,ARB HOMES,2.0
1288,23.03,510,Under Construction,1,Siruseri,Dee Star Properties,1.0
1289,35.02,824,Under Construction,2,Siruseri,Dee Star Properties,1.0
1290,15.04,338,Under Construction,1,Siruseri,Dee Star Properties,1.0
1291,32.98,764,Under Construction,2,Siruseri,Dee Star Properties,1.0
1293,64.08,1250,Under Construction,3,Sithalapakkam,The Nest Builder,2.0
1294,54.14,1050,Under Construction,2,Sithalapakkam,The Nest Builder,1.0
1296,39.49,800,Under Construction,2,Sithalapakkam,The Nest Builder,1.0
1297,53.45,1035,Under Construction,2,Sithalapakkam,The Nest Builder,1.0
1298,29.72,625,Under Construction,1,Sithalapakkam,The Nest Builder,1.0
1300,31.28,660,Under Construction,1,Sithalapakkam,The Nest Builder,1.0
1301,55.74,1085,Under Construction,2,Sithalapakkam,The Nest Builder,1.0
1302,65.45,1280,Under Construction,2,Sithalapakkam,The Nest Builder,1.0
1303,29.27,615,Under Construction,1,Sithalapakkam,The Nest Builder,1.0
1304,54.59,1060,Under Construction,2,Sithalapakkam,The Nest Builder,1.0
1305,52.54,1015,Under Construction,2,Sithalapakkam,The Nest Builder,1.0
1306,30.61,645,Under Construction,1,Sithalapakkam,The Nest Builder,1.0
1307,54.82,1065,Under Construction,2,Sithalapakkam,The Nest Builder,1.0
1308,455.0,2601,Under Construction,4,T Nagar,other,3.0
1309,644.0,3681,Under Construction,4,T Nagar,other,4.0
1310,295.0,1520,Under Construction,3,T Nagar,India Builders Limited,2.0
1313,362.0,2133,Under Construction,2,T Nagar,Propsource Realty Private Limited,2.0
1314,393.0,2133,Under Construction,3,T Nagar,MEHTA REAL ESTATE CHENNAI LLP,3.0
1315,240.0,1484,Ready to move,3,T Nagar,seller,3.0
1316,245.0,1401,Ready to move,3,T Nagar,other,3.0
1317,442.0,2601,Under Construction,3,T Nagar,Propsource Realty Private Limited,3.0
1318,442.0,2601,Under Construction,3,T Nagar,Propsource Realty Private Limited,3.0
1319,244.0,1574,Ready to move,3,T Nagar,other,2.0
1321,219.0,1310,Under Construction,3,T Nagar,HomeFirst,3.0
1323,33.29,1009,Under Construction,2,Thaiyur,other,1.0
1325,33.42,1013,Under Construction,2,Thaiyur,other,1.0
1326,25.0,605,Ready to move,1,Thaiyur,seller,1.0
1327,57.4,1552,Under Construction,2,Thaiyur,Propsource Realty Private Limited,1.0
1328,64.6,1700,Under Construction,3,Thaiyur,Propsource Realty Private Limited,3.0
1329,57.4,1552,Under Construction,2,Thaiyur,Propsource Realty Private Limited,1.0
1330,64.6,1700,Under Construction,3,Thaiyur,Propsource Realty Private Limited,3.0
1331,39.88,1050,Ready to move,2,Thaiyur,Propsource Realty Private Limited,2.0
1332,38.02,1001,Under Construction,2,Thaiyur,Dee Star Properties,1.0
1333,47.33,1246,Under Construction,3,Thaiyur,Dee Star Properties,2.0
1334,40.3,1061,Under Construction,2,Thaiyur,Dee Star Properties,1.0
1335,50.45,1328,Under Construction,3,Thaiyur,Dee Star Properties,2.0
1336,37.3,982,Under Construction,2,Thaiyur,Dee Star Properties,1.0
1337,50.71,1335,Under Construction,3,Thaiyur,Dee Star Properties,2.0
1338,18.0,353,Under Construction,1,Thirumazhisai,other,1.0
1339,31.0,730,Under Construction,2,Thirumazhisai,other,1.0
1340,36.0,849,Under Construction,2,Thirumazhisai,other,1.0
1341,16.0,319,Under Construction,1,Thirumazhisai,other,1.0
1342,15.36,300,Under Construction,1,Thirumazhisai,other,1.0
1343,25.0,640,Ready to move,1,Thirumazhisai,seller,1.0
1344,28.0,730,Under Construction,2,Thirumazhisai,ARB HOMES,2.0
1345,32.0,849,Under Construction,2,Thirumazhisai,ARB HOMES,2.0
1346,29.56,768,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1347,35.65,926,Under Construction,3,Thirumullaivoyal,Swamaan Developers,2.0
1348,39.73,1032,Under Construction,3,Thirumullaivoyal,Swamaan Developers,2.0
1349,33.3,865,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1350,36.53,949,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1351,33.88,880,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1352,29.55,788,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1353,33.11,883,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1354,33.11,883,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1355,29.66,791,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1356,29.66,791,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1357,29.21,779,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1358,29.21,779,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1359,34.53,921,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1360,34.53,921,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1361,31.72,846,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1362,31.72,846,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1363,30.15,804,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1364,30.15,804,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1365,30.15,804,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1366,30.03,801,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1367,30.15,804,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1368,30.03,801,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1369,30.3,808,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1370,30.3,808,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1371,34.68,925,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
