,price,area,status,bhk,location,builder,bath
1372,34.68,925,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1373,31.46,839,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1374,28.98,773,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1375,31.46,839,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1376,28.98,773,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1377,30.97,826,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1378,30.97,826,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1379,31.16,831,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1380,31.16,831,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1381,29.55,788,Under Construction,2,Thirumullaivoyal,Swamaan Developers,1.0
1382,35.0,900,Ready to move,2,Thirumullaivoyal,seller,2.0
1383,65.69,1381,Ready to move,3,Tiruvottiyur,Hansa Estates,2.0
1384,65.64,1380,Ready to move,3,Tiruvottiyur,Hansa Estates,2.0
1385,53.47,1117,Ready to move,2,Tiruvottiyur,Hansa Estates,1.0
1386,23.22,540,Ready to move,1,Tiruvottiyur,Hansa Estates,1.0
1388,25.19,586,Ready to move,1,Tiruvottiyur,Hansa Estates,1.0
1389,45.75,1064,Ready to move,2,Tiruvottiyur,Hansa Estates,1.0
1390,25.06,583,Ready to move,1,Tiruvottiyur,Hansa Estates,1.0
1391,25.02,582,Ready to move,1,Tiruvottiyur,Hansa Estates,1.0
1392,45.53,1059,Ready to move,2,Tiruvottiyur,Hansa Estates,1.0
1393,68.38,1439,Ready to move,3,Tiruvottiyur,Hansa Estates,2.0
1394,68.47,1441,Ready to move,3,Tiruvottiyur,Hansa Estates,2.0
1395,44.72,1040,Ready to move,2,Tiruvottiyur,Hansa Estates,1.0
1396,68.75,1447,Ready to move,3,Tiruvottiyur,Hansa Estates,2.0
1397,67.63,1423,Ready to move,3,Tiruvottiyur,Hansa Estates,2.0
1398,67.77,1426,Ready to move,3,Tiruvottiyur,Hansa Estates,2.0
1399,66.81,1405,Ready to move,3,Tiruvottiyur,Hansa Estates,2.0
1400,54.72,1144,Ready to move,2,Tiruvottiyur,Hansa Estates,1.0
1401,54.63,1142,Ready to move,2,Tiruvottiyur,Hansa Estates,1.0
1402,55.19,1154,Ready to move,2,Tiruvottiyur,Hansa Estates,1.0
1403,43.94,1022,Ready to move,2,Tiruvottiyur,Hansa Estates,1.0
1404,66.1,1390,Ready to move,3,Tiruvottiyur,Hansa Estates,2.0
1405,54.09,1130,Ready to move,2,Tiruvottiyur,Hansa Estates,1.0
1406,23.65,550,Ready to move,1,Tiruvottiyur,Hansa Estates,1.0
1407,66.3,1394,Ready to move,3,Tiruvottiyur,Hansa Estates,2.0
1408,23.47,546,Ready to move,1,Tiruvottiyur,Hansa Estates,1.0
1409,66.35,1395,Ready to move,3,Tiruvottiyur,Hansa Estates,2.0
1410,23.26,541,Ready to move,1,Tiruvottiyur,Hansa Estates,1.0
1411,23.39,544,Ready to move,1,Tiruvottiyur,Hansa Estates,1.0
1412,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1413,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1414,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1415,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1416,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1417,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1418,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1419,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1420,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1421,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1422,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1423,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1424,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1425,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1426,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1427,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1428,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1429,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1430,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1431,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1432,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1433,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1434,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1435,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1436,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1437,70.0,1027,Ready to move,2,Vadanemmeli,seller,2.0
1439,132.0,1176,Under Construction,2,Vadapalani,Appaswamy Real Estate,1.0
1440,131.0,1174,Under Construction,2,Vadapalani,Appaswamy Real Estate,1.0
1442,132.0,1180,Under Construction,2,Vadapalani,Appaswamy Real Estate,1.0
1447,137.0,1225,Under Construction,2,Vadapalani,Appaswamy Real Estate,1.0
1448,130.0,1159,Under Construction,2,Vadapalani,Appaswamy Real Estate,1.0
1451,138.0,1232,Under Construction,2,Vadapalani,Appaswamy Real Estate,1.0
1454,136.0,1211,Under Construction,2,Vadapalani,Appaswamy Real Estate,1.0
1456,129.0,1154,Under Construction,2,Vadapalani,Appaswamy Real Estate,1.0
1459,135.0,1204,Under Construction,2,Vadapalani,Appaswamy Real Estate,1.0
1461,45.99,920,Under Construction,2,Vanagaram,VNR Homes,1.0
1462,45.99,920,Under Construction,2,Vanagaram,VNR Homes,1.0
1463,47.84,957,Under Construction,2,Vanagaram,VNR Homes,1.0
1464,47.84,957,Under Construction,2,Vanagaram,VNR Homes,1.0
1465,45.99,920,Under Construction,2,Vanagaram,VNR Homes,1.0
1466,45.99,920,Under Construction,2,Vanagaram,VNR Homes,1.0
1467,47.84,957,Under Construction,2,Vanagaram,VNR Homes,1.0
1468,47.84,957,Under Construction,2,Vanagaram,VNR Homes,1.0
1469,45.59,912,Under Construction,2,Vanagaram,VNR Homes,1.0
1470,45.59,912,Under Construction,2,Vanagaram,VNR Homes,1.0
1471,48.79,976,Under Construction,2,Vanagaram,VNR Homes,1.0
1472,48.79,976,Under Construction,2,Vanagaram,VNR Homes,1.0
1473,46.24,925,Under Construction,2,Vanagaram,VNR Homes,1.0
1474,46.24,925,Under Construction,2,Vanagaram,VNR Homes,1.0
1475,33.85,594,Under Construction,1,Vanagaram,other,1.0
1476,33.51,588,Under Construction,1,Vanagaram,other,1.0
1477,34.02,597,Under Construction,1,Vanagaram,other,1.0
1478,57.79,1051,Under Construction,2,Vanagaram,Propsource Realty Private Limited,2.0
1479,34.0,600,Under Construction,2,Vanagaram,Propsource Realty Private Limited,2.0
1480,57.74,1013,Under Construction,2,Vanagaram,Propsource Realty Private Limited,2.0
1481,54.64,1051,Under Construction,2,Vanagaram,Propsource Realty Private Limited,2.0
1482,79.8,1400,Under Construction,3,Vanagaram,Propsource Realty Private Limited,3.0
1483,77.51,1491,Under Construction,3,Vanagaram,Propsource Realty Private Limited,3.0
1484,54.64,1051,Under Construction,2,Vanagaram,Propsource Realty Private Limited,2.0
1485,70.65,1359,Under Construction,3,Vanagaram,Propsource Realty Private Limited,2.0
1486,85.45,1554,Under Construction,3,Vanagaram,Propsource Realty Private Limited,3.0
1487,81.3,937,Under Construction,2,Velachery,other,1.0
1488,81.7,942,Under Construction,2,Velachery,other,1.0
1489,200.0,1844,Ready to move,3,Velachery,seller,3.0
1490,76.0,1028,Ready to move,2,Velachery,seller,2.0
1491,107.0,1306,Ready to move,2,Velachery,seller,2.0
1492,55.83,859,Ready to move,2,Velachery,seller,2.0
1493,55.83,859,Ready to move,2,Velachery,seller,2.0
1494,100.0,1188,Ready to move,3,Velachery,other,2.0
1495,84.66,996,Ready to move,2,Velachery,other,1.0
1496,86.0,1010,Ready to move,2,Velachery,other,2.0
1497,87.4,1469,Ready to move,3,Vengaivasal,other,2.0
1498,81.57,1371,Ready to move,3,Vengaivasal,other,2.0
1499,88.29,1484,Ready to move,3,Vengaivasal,other,2.0
1500,35.75,601,Ready to move,2,Vengaivasal,other,1.0
1501,19.59,540,Ready to move,1,Veppampattu,seller,2.0
1505,18.49,520,Ready to move,1,Veppampattu,seller,2.0
1506,36.0,900,Under Construction,2,Veppampattu,viswaraj,3.0
1507,26.0,720,Ready to move,2,Veppampattu,viswaraj,2.0
1508,26.0,720,Ready to move,2,Veppampattu,viswaraj,2.0
1509,26.0,720,Ready to move,2,Veppampattu,viswaraj,2.0
1512,22.0,601,Under Construction,1,Veppampattu,viswaraj,2.0
1513,36.0,902,Ready to move,2,Veppampattu,other,2.0
1514,40.0,1000,Ready to move,2,Veppampattu,other,2.0
1515,36.0,900,Ready to move,2,Veppampattu,other,2.0
1518,30.0,820,Ready to move,2,Veppampattu,viswaraj,2.0
1519,21.9,600,Under Construction,1,Veppampattu,viswaraj,2.0
1520,22.0,600,Under Construction,1,Veppampattu,viswaraj,2.0
1521,16.0,500,Ready to move,1,Veppampattu,other,1.0
1522,45.0,1200,Under Construction,3,Veppampattu,other,2.0
1525,27.0,750,Ready to move,2,Veppampattu,viswaraj,2.0
1526,26.0,720,Ready to move,2,Veppampattu,viswaraj,2.0
1527,30.0,820,Ready to move,2,Veppampattu,viswaraj,2.0
1528,22.95,600,Ready to move,1,Veppampattu,Karthick,2.0
1529,17.9,601,Ready to move,1,Veppampattu,Karthick,2.0
1530,24.0,600,Ready to move,2,Veppampattu,Karthick,2.0
1531,18.25,600,Ready to move,1,Veppampattu,Karthick,2.0
1532,25.9,700,Ready to move,2,Veppampattu,Karthick,2.0
1533,22.8,600,Ready to move,1,Veppampattu,Karthick,2.0
1534,26.9,704,Ready to move,2,Veppampattu,Karthick,2.0
1537,25.99,703,Ready to move,2,Veppampattu,Karthick,2.0
1538,19.49,520,Ready to move,1,Veppampattu,seller,2.0
1542,26.5,680,Ready to move,2,Veppampattu,JD Properties,2.0
1544,22.5,600,Ready to move,1,Veppampattu,JD Properties,2.0
1545,22.5,630,Ready to move,2,Veppampattu,JD Properties,2.0
1546,16.5,550,Ready to move,1,Veppampattu,JD Properties,2.0
1547,22.75,600,Ready to move,1,Veppampattu,JD Properties,2.0
1548,22.85,600,Ready to move,2,Veppampattu,JD Properties,2.0
1549,17.84,600,Ready to move,1,Veppampattu,JD Properties,1.0
1552,27.0,720,Ready to move,2,Veppampattu,seller,2.0
1555,21.99,600,Ready to move,1,Veppampattu,Karthick,2.0
1556,22.0,600,Ready to move,1,Veppampattu,Karthick,2.0
1557,29.0,800,Ready to move,2,Veppampattu,Karthick,2.0
1559,23.0,594,Ready to move,1,Veppampattu,Karthick,2.0
1561,28.99,751,Ready to move,2,Veppampattu,Karthick,2.0
1562,26.99,701,Ready to move,2,Veppampattu,Karthick,2.0
1564,22.99,609,Ready to move,2,Veppampattu,Karthick,2.0
1566,26.9,700,Ready to move,2,Veppampattu,JD Properties,2.0
1567,27.0,700,Ready to move,2,Veppampattu,JD Properties,2.0
1568,25.8,700,Ready to move,2,Veppampattu,JD Properties,2.0
1569,26.0,700,Ready to move,2,Veppampattu,JD Properties,2.0
1570,23.0,600,Ready to move,2,Veppampattu,JD Properties,2.0
1571,22.0,600,Ready to move,1,Veppampattu,Karthick,2.0
1573,26.0,700,Ready to move,2,Veppampattu,Karthick,2.0
1574,27.0,725,Ready to move,2,Veppampattu,Karthick,2.0
1575,25.85,650,Ready to move,2,Veppampattu,JD Properties,2.0
1576,25.9,650,Ready to move,2,Veppampattu,JD Properties,2.0
1577,26.5,700,Ready to move,2,Veppampattu,JD Properties,2.0
1578,26.0,650,Ready to move,2,Veppampattu,JD Properties,2.0
1579,18.0,599,Ready to move,1,Veppampattu,Karthick,2.0
1587,22.25,603,Ready to move,1,Veppampattu,Karthick,2.0
1590,18.99,611,Ready to move,1,Veppampattu,Karthick,2.0
1591,26.8,700,Ready to move,2,Veppampattu,JD Properties,2.0
1592,22.8,600,Ready to move,2,Veppampattu,JD Properties,2.0
1593,26.75,700,Ready to move,2,Veppampattu,JD Properties,2.0
1594,19.38,510,Ready to move,1,Veppampattu,Karthick,1.0
1595,38.0,1000,Ready to move,2,Veppampattu,Karthick,1.0
1596,22.8,600,Ready to move,1,Veppampattu,Karthick,1.0
1597,20.9,550,Ready to move,1,Veppampattu,Karthick,1.0
1598,30.4,800,Ready to move,2,Veppampattu,Karthick,1.0
1599,24.7,650,Ready to move,2,Veppampattu,Karthick,1.0
1600,45.6,1200,Ready to move,2,Veppampattu,Karthick,1.0
1601,23.94,630,Ready to move,1,Veppampattu,Karthick,1.0
1604,29.5,800,Ready to move,2,Veppampattu,Velan Housing Properties,2.0
1605,30.0,800,Ready to move,2,Veppampattu,Velan Housing Properties,2.0
1606,27.5,750,Ready to move,2,Veppampattu,Velan Housing Properties,2.0
1608,27.5,750,Ready to move,2,Veppampattu,Velan Housing Properties,2.0
1609,27.5,750,Ready to move,2,Veppampattu,Velan Housing Properties,2.0
1610,30.0,800,Ready to move,2,Veppampattu,Velan Housing Properties,2.0
1611,31.5,850,Ready to move,2,Veppampattu,Velan Housing Properties,2.0
1612,34.0,900,Ready to move,2,Veppampattu,Velan Housing Properties,2.0
1613,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1614,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1615,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1616,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1617,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1618,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1619,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1620,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1621,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1622,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1623,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1624,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1625,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1626,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1627,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1628,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1629,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1630,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1631,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1632,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1633,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1634,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1635,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1636,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1637,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1638,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1639,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1640,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1641,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1642,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1643,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1644,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1645,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1646,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1647,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1648,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1649,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1650,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1651,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1652,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1653,398.0,2650,Ready to move,5,West Mambalam,seller,5.0
1654,188.0,2221,Under Construction,3,other,other,3.0
1655,72.99,936,Ready to move,3,other,other,2.0
1658,330.0,3670,Ready to move,3,other,other,2.0
1659,48.61,884,Ready to move,2,other,other,1.0
1661,188.0,2221,Under Construction,3,other,other,3.0
1662,83.03,1101,Ready to move,3,other,other,2.0
1665,440.0,4896,Ready to move,4,other,other,3.0
1666,188.0,2221,Under Construction,3,other,other,3.0
1667,188.0,2221,Under Construction,3,other,other,3.0
1680,64.99,1274,Under Construction,2,other,Casagrand Builder Private Limited,2.0
1683,65.3,1280,Under Construction,2,other,Casagrand Builder Private Limited,1.0
1684,67.7,1328,Under Construction,2,other,Casagrand Builder Private Limited,2.0
1687,12.83,391,Under Construction,1,other,other,1.0
1688,12.89,394,Under Construction,1,other,other,1.0
1689,72.2,1313,Ready to move,2,other,other,1.0
1690,49.05,892,Ready to move,2,other,other,1.0
1691,64.77,1178,Ready to move,2,other,other,1.0
1696,550.0,5879,Ready to move,5,other,other,6.0
1697,550.0,5765,Ready to move,5,other,other,6.0
1698,70.0,1112,Ready to move,2,other,Urban Tree Infrastructures,1.0
1699,89.0,1414,Ready to move,3,other,Urban Tree Infrastructures,3.0
1700,69.0,1092,Ready to move,2,other,Urban Tree Infrastructures,1.0
1701,85.0,1358,Ready to move,3,other,Urban Tree Infrastructures,2.0
1703,46.0,900,Ready to move,2,other,seller,2.0
1704,135.0,1415,Ready to move,3,other,seller,3.0
1705,370.0,3600,Ready to move,3,other,seller,3.0
1708,52.5,550,Ready to move,1,other,seller,1.0
1709,26.0,540,Ready to move,1,other,seller,1.0
1711,75.0,850,Under Construction,2,other,seller,2.0
1713,182.0,2640,Ready to move,4,other,seller,4.0
1714,53.0,850,Under Construction,2,other,seller,2.0
1715,53.0,850,Under Construction,2,other,seller,2.0
1716,50.0,905,Ready to move,2,other,seller,2.0
1717,69.0,1071,Ready to move,2,other,seller,2.0
1719,41.0,600,Under Construction,2,other,seller,2.0
1720,60.21,782,Under Construction,1,other,seller,1.0
1721,45.0,670,Ready to move,2,other,seller,2.0
1723,40.0,655,Ready to move,2,other,seller,2.0
1724,100.0,1400,Ready to move,3,other,seller,3.0
1726,15.0,450,Ready to move,1,other,seller,1.0
1727,98.0,1253,Ready to move,3,other,seller,2.0
1728,83.0,997,Ready to move,2,other,seller,1.0
1729,135.0,1950,Ready to move,3,other,seller,3.0
1731,160.0,2300,Ready to move,4,other,seller,4.0
1732,65.0,900,Ready to move,2,other,seller,2.0
1733,65.0,900,Ready to move,2,other,seller,2.0
1736,40.0,680,Ready to move,2,other,seller,1.0
1737,19.5,600,Under Construction,1,other,seller,1.0
1738,45.0,840,Ready to move,2,other,seller,2.0
1739,40.7,760,Under Construction,2,other,other,2.0
1740,47.02,825,Ready to move,2,other,HM Homes,2.0
1741,47.02,825,Ready to move,2,other,HM Homes,2.0
1742,47.02,825,Ready to move,2,other,HM Homes,2.0
1743,47.02,825,Ready to move,2,other,HM Homes,2.0
1744,79.8,1400,Ready to move,3,other,HM Homes,3.0
1745,390.0,4000,Ready to move,4,other,other,4.0
1747,41.7,760,Under Construction,2,other,other,2.0
1748,40.75,750,Under Construction,2,other,other,2.0
1751,55.0,1000,Ready to move,2,other,seller,2.0
1752,35.0,620,Ready to move,1,other,Propsource Realty Private Limited,1.0
1753,350.0,4361,Ready to move,4,other,seller,4.0
1755,130.0,1330,Ready to move,2,other,MEHTA REAL ESTATE CHENNAI LLP,3.0
1757,147.0,1550,Ready to move,3,other,MEHTA REAL ESTATE CHENNAI LLP,3.0
1758,115.0,1150,Ready to move,2,other,MEHTA REAL ESTATE CHENNAI LLP,2.0
1759,110.0,1310,Ready to move,2,other,MEHTA REAL ESTATE CHENNAI LLP,2.0
1760,23.13,503,Under Construction,1,other,Sandhya,1.0
1764,20.56,447,Under Construction,1,other,Sandhya,1.0
1765,57.0,1075,Ready to move,2,other,other,2.0
1771,115.0,1238,Ready to move,3,other,seller,3.0
1772,40.0,652,Ready to move,2,other,seller,2.0
1774,130.0,2020,Ready to move,3,other,seller,2.0
1775,62.0,950,Ready to move,3,other,seller,2.0
1776,52.51,938,Under Construction,2,other,other,1.0
1777,67.07,1198,Under Construction,3,other,other,2.0
1779,18.0,500,Under Construction,1,other,seller,1.0
1784,28.0,850,Ready to move,1,other,other,1.0
1785,25.5,700,Ready to move,1,other,other,1.0
1786,54.0,950,Under Construction,2,other,other,2.0
1788,90.0,1390,Ready to move,3,other,seller,3.0
1789,76.5,1150,Ready to move,2,other,seller,2.0
1790,150.0,1750,Ready to move,3,other,other,2.0
1791,42.0,738,Ready to move,2,other,seller,2.0
1792,220.0,3000,Ready to move,3,other,seller,3.0
1793,170.0,2200,Ready to move,4,other,smartassetsindia,3.0
1794,164.0,2000,Ready to move,4,other,smartassetsindia,3.0
1795,165.0,2210,Ready to move,4,other,smartassetsindia,3.0
1796,23.25,611,Ready to move,1,other,Karthick,2.0
1797,53.0,1022,Ready to move,2,other,24K Realtors,2.0
1799,90.0,1000,Ready to move,3,other,other,3.0
1800,47.0,509,Ready to move,1,other,Prabha Homes,1.0
1801,52.9,804,Ready to move,2,other,Prabha Homes,2.0
1802,82.0,960,Ready to move,2,other,Prabha Homes,2.0
1803,77.8,890,Ready to move,2,other,Prabha Homes,2.0
1804,56.0,1000,Ready to move,2,other,other,2.0
1805,46.97,854,Ready to move,2,other,other,1.0
1806,52.63,957,Ready to move,2,other,other,1.0
1807,51.7,940,Ready to move,2,other,other,2.0
1808,48.07,874,Ready to move,2,other,other,1.0
1809,47.08,856,Ready to move,2,other,other,1.0
1810,53.79,978,Ready to move,2,other,other,1.0
1811,54.78,996,Ready to move,2,other,other,1.0
1812,150.0,1750,Ready to move,2,other,other,1.0
1813,36.36,627,Ready to move,1,other,other,1.0
1814,55.21,952,Ready to move,2,other,other,2.0
1815,64.32,960,Ready to move,2,other,other,2.0
1816,138.0,1340,Under Construction,3,other,Selvakumar,2.0
1817,121.0,1175,Under Construction,3,other,Selvakumar,2.0
1818,141.0,1375,Under Construction,3,other,Selvakumar,2.0
1819,159.0,1550,Under Construction,3,other,Selvakumar,2.0
1820,160.0,1555,Under Construction,3,other,Selvakumar,2.0
1821,157.0,1525,Under Construction,3,other,Selvakumar,2.0
1822,146.0,1425,Under Construction,3,other,Selvakumar,2.0
1823,160.0,1560,Under Construction,3,other,Selvakumar,2.0
1830,58.7,997,Ready to move,2,other,other,1.0
1832,56.0,920,Ready to move,2,other,seller,2.0
1833,49.34,771,Ready to move,2,other,other,1.0
1834,45.37,709,Ready to move,2,other,other,1.0
1835,100.0,1343,Ready to move,2,other,other,1.0
1836,49.5,947,Ready to move,2,other,seller,2.0
1837,59.5,700,Ready to move,2,other,other,2.0
1838,59.5,700,Ready to move,2,other,other,2.0
1839,59.0,759,Ready to move,2,other,other,2.0
1840,39.0,750,Ready to move,2,other,seller,2.0
1841,39.0,750,Ready to move,2,other,seller,2.0
1842,78.6,779,Under Construction,2,other,Prabha Homes,2.0
1843,42.0,520,Ready to move,1,other,Prabha Homes,1.0
1844,82.0,1000,Ready to move,2,other,Prabha Homes,2.0
1845,37.0,677,Ready to move,2,other,seller,1.0
1846,35.0,620,Ready to move,1,other,other,1.0
1847,105.0,1385,Ready to move,3,other,Ram,2.0
1848,105.0,1385,Ready to move,3,other,Ram,3.0
1850,63.62,823,Under Construction,2,other,seller,2.0
1851,63.62,823,Under Construction,2,other,seller,2.0
1852,64.9,823,Under Construction,2,other,seller,2.0
1853,79.0,894,Ready to move,2,other,other,2.0
1854,49.77,905,Under Construction,2,other,other,1.0
1855,49.77,905,Under Construction,2,other,other,1.0
1857,52.0,780,Ready to move,2,other,Prabha Homes,2.0
1860,16.71,490,Ready to move,1,other,Propsource Realty Private Limited,1.0
1862,35.0,620,Ready to move,1,other,Propsource Realty Private Limited,1.0
1864,35.0,620,Ready to move,1,other,Propsource Realty Private Limited,1.0
1867,41.58,990,Ready to move,1,other,Propsource Realty Private Limited,2.0
1868,72.63,1243,Ready to move,1,other,Propsource Realty Private Limited,1.0
1869,36.0,800,Under Construction,1,other,Propsource Realty Private Limited,2.0
1870,35.0,620,Ready to move,1,other,Propsource Realty Private Limited,1.0
1877,260.0,3485,Ready to move,5,other,seller,5.0
1879,22.0,420,Ready to move,1,other,seller,2.0
1884,59.0,900,Ready to move,3,other,seller,2.0
1885,42.5,818,Under Construction,2,other,seller,2.0
1886,42.5,818,Under Construction,2,other,seller,2.0
1887,48.5,818,Under Construction,2,other,seller,2.0
1888,57.5,922,Ready to move,2,other,seller,2.0
1896,87.0,1015,Under Construction,2,other,seller,2.0
1898,54.05,932,Ready to move,2,other,MC Foundation,2.0
1899,51.96,896,Ready to move,2,other,MC Foundation,2.0
1900,58.45,759,Ready to move,2,other,other,2.0
1901,29.0,650,Ready to move,1,other,Propsource Realty Private Limited,1.0
1902,430.0,6700,Ready to move,4,other,HomeFirst,4.0
1903,240.0,3700,Ready to move,3,other,HomeFirst,3.0
1918,120.0,1400,Ready to move,3,other,MC Foundation,3.0
1919,110.0,1300,Ready to move,3,other,MC Foundation,3.0
1920,108.0,1065,Ready to move,2,other,seller,2.0
1924,53.0,1000,Ready to move,2,other,Elite nisha,3.0
1926,36.0,900,Ready to move,1,other,Elite nisha,2.0
1927,54.0,1050,Ready to move,2,other,Elite nisha,2.0
1932,48.0,1126,Ready to move,1,other,Elite nisha,2.0
1933,78.0,954,Ready to move,2,other,Prabha Homes,2.0
1934,53.0,804,Ready to move,2,other,Prabha Homes,2.0
1935,42.0,509,Ready to move,1,other,Prabha Homes,1.0
1936,76.5,1275,Ready to move,3,other,MC Foundation,3.0
1937,69.96,1166,Ready to move,3,other,MC Foundation,3.0
1938,60.0,1000,Ready to move,2,other,MC Foundation,2.0
1939,42.0,700,Ready to move,1,other,MC Foundation,1.0
1940,49.74,829,Ready to move,2,other,MC Foundation,2.0
1941,124.0,1537,Ready to move,3,other,Luxclusive Homes,2.0
1942,117.0,1455,Ready to move,3,other,Luxclusive Homes,3.0
1943,123.0,1530,Ready to move,3,other,Luxclusive Homes,3.0
1947,51.06,690,Ready to move,2,other,MC Foundation,2.0
1948,91.2,1200,Ready to move,3,other,MC Foundation,3.0
1949,55.5,750,Ready to move,2,other,MC Foundation,2.0
1950,88.1,881,Ready to move,2,other,MC Foundation,2.0
1951,87.0,870,Ready to move,2,other,MC Foundation,2.0
1956,29.0,576,Ready to move,1,other,ARB HOMES,1.0
1958,20.0,570,Under Construction,1,other,ARB HOMES,1.0
1960,48.0,832,Ready to move,2,other,ARB HOMES,2.0
1961,23.0,620,Under Construction,1,other,ARB HOMES,1.0
1965,29.5,623,Ready to move,1,other,other,1.0
1979,49.5,900,Under Construction,2,other,other,1.0
1982,51.15,930,Under Construction,2,other,other,1.0
1983,65.7,1096,Under Construction,3,other,24K Realtors,2.0
1984,62.0,1020,Under Construction,2,other,24K Realtors,2.0
1985,45.0,700,Under Construction,2,other,other,2.0
1986,45.0,800,Under Construction,2,other,other,2.0
1987,170.0,1750,Ready to move,4,other,other,3.0
1995,108.0,1065,Ready to move,2,other,seller,2.0
1996,108.0,1065,Ready to move,2,other,seller,2.0
2002,42.0,800,Under Construction,2,other,other,2.0
2003,95.0,1250,Ready to move,3,other,other,3.0
2004,95.0,1800,Ready to move,3,tambaram west,MC Foundation,3.0
2005,90.0,1700,Ready to move,3,tambaram west,MC Foundation,3.0
2006,85.0,1621,Ready to move,3,tambaram west,MC Foundation,3.0
2007,66.08,1180,Ready to move,3,tambaram west,MC Foundation,3.0
2008,57.12,1020,Ready to move,2,tambaram west,MC Foundation,2.0
2009,52.08,930,Ready to move,2,tambaram west,MC Foundation,2.0
2010,50.4,900,Ready to move,2,tambaram west,MC Foundation,2.0
