Area,BHK,Bathroom,Furnishing,Price,Locality,City
1262,3,2,Under Construction,4600000,Kelambakkam,Chennai
914,2,2,Ready to move,4600000,Kovur,Chennai
800,2,1,Ready to move,4600000,Kundrathur,Chennai
1200,1,2,Ready to move,4600000,Semmancheri,Chennai
700,2,2,Unfurnished,4600000,"Ram Nagar, Shahdara",Delhi
920,2,1,Under Construction,4599000,Vanagaram,Chennai
920,2,1,Under Construction,4599000,Vanagaram,Chennai
920,2,1,Under Construction,4599000,Vanagaram,Chennai
920,2,1,Under Construction,4599000,Vanagaram,Chennai
945,2,1,Ready to move,4590000,Chromepet,Chennai
669,2,1,Ready to move,4579000,East Tambaram,Chennai
1064,2,1,Ready to move,4575000,Tiruvottiyur,Chennai
859,2,1,Ready to move,4572000,Pammal,Chennai
859,2,1,Ready to move,4572000,Pammal,Chennai
950,2,2,Under Construction,4560000,Nanmangalam,Chennai
1200,2,1,Ready to move,4560000,Veppampattu,Chennai
912,2,1,Under Construction,4559000,Vanagaram,Chennai
912,2,1,Under Construction,4559000,Vanagaram,Chennai
1059,2,1,Ready to move,4553000,Tiruvottiyur,Chennai
980,2,2,Ready to move,4508000,Nanmangalam,Chennai
751,2,2,Ready to move,4506000,Medavakkam,Chennai
830,2,1,Ready to move,4503000,Pammal,Chennai
950,2,2,Under Construction,4500000,Gerugambakkam,Chennai
1176,2,2,Under Construction,4500000,Guduvancheri,Chennai
1112,2,2,Ready to move,4500000,Guduvancheri,Chennai
909,2,2,Ready to move,4500000,Perumbakkam,Chennai
900,2,2,Ready to move,4500000,Rajakilpakkam,Chennai
1200,3,2,Under Construction,4500000,Veppampattu,Chennai
750,2,2,Unfurnished,4500000,"Balbir Nagar, Shahdara",Delhi
810,3,2,Semi-Furnished,4500000,Budh Vihar,Delhi
810,2,2,Unfurnished,4500000,Chhattarpur,Delhi
1035,3,3,Semi-Furnished,4500000,Chhattarpur Enclave Phase2,Delhi
850,2,2,Furnished,4500000,"Jyoti Colony, Shahdara",Delhi
850,2,2,Furnished,4500000,"Jyoti Colony, Shahdara",Delhi
800,3,2,Semi-Furnished,4500000,Laxmi Nagar,Delhi
720,3,2,Semi-Furnished,4500000,Mahavir Enclave Part 1,Delhi
800,3,3,Semi-Furnished,4500000,Mehrauli,Delhi
900,2,2,Semi-Furnished,4500000,"Naveen Shahdara, Shahdara",Delhi
550,2,2,Semi-Furnished,4500000,Rohini Sector 22,Delhi
750,2,2,Semi-Furnished,4500000,Sultanpur,Delhi
600,2,2,Unfurnished,4500000,Sultanpur,Delhi
70,1,2,Unfurnished,4500000,"Yamuna Vihar, Shahdara",Delhi
1040,2,1,Ready to move,4472000,Tiruvottiyur,Chennai
919,2,2,Ready to move,4464000,Chromepet,Chennai
918,2,1,Ready to move,4459000,Chromepet,Chennai
910,2,2,Ready to move,4459000,Chromepet,Chennai
851,2,2,Ready to move,4425000,Sembakkam,Chennai
878,2,2,Ready to move,4419000,Gerugambakkam,Chennai
803,2,1,Ready to move,4416000,Pammal,Chennai
938,2,2,Ready to move,4400000,Kovur,Chennai
800,2,1,Under Construction,4400000,Pammal,Chennai
1054,2,1,Under Construction,4400000,Perungalathur,Chennai
800,2,1,Ready to move,4400000,Sembakkam,Chennai
800,2,2,Semi-Furnished,4400000,Chhattarpur,Delhi
1300,3,3,Semi-Furnished,4400000,Chhattarpur,Delhi
680,2,2,Semi-Furnished,4400000,"J R Designers Floors, Rohini Sector",Delhi
800,3,2,Semi-Furnished,4400000,Mahavir Enclave,Delhi
785,2,2,Ready to move,4396000,Rajakilpakkam,Chennai
1022,2,1,Ready to move,4394000,Tiruvottiyur,Chennai
950,3,2,Furnished,4370000,"Uttam Nagar Floors, Uttam Nagar",Delhi
950,3,2,Furnished,4370000,"Uttam Nagar Floors, Uttam Nagar",Delhi
950,3,2,Furnished,4370000,"Uttam Nagar Floors, Uttam Nagar",Delhi
840,2,2,Ready to move,4368000,Medavakkam,Chennai
890,2,2,Ready to move,4361000,Iyyappanthangal,Chennai
1262,3,3,Under Construction,4352000,Kelambakkam,Chennai
888,2,2,Ready to move,4351000,Nanmangalam,Chennai
888,2,2,Ready to move,4351000,Nanmangalam,Chennai
906,2,2,Ready to move,4348000,Selaiyur,Chennai
895,2,1,Ready to move,4347000,Chromepet,Chennai
813,2,1,Ready to move,4341000,Pammal,Chennai
813,2,1,Ready to move,4341000,Pammal,Chennai
863,2,2,Ready to move,4315000,Perumbakkam,Chennai
861,2,2,Ready to move,4305000,Chromepet,Chennai
799,2,2,Ready to move,4300000,Rajakilpakkam,Chennai
100,3,2,Furnished,4300000,Budh Vihar Phase 1,Delhi
430.556,1,1,Unfurnished,4300000,Dilshad Garden,Delhi
791,2,1,Ready to move,4230000,Pammal,Chennai
791,2,1,Ready to move,4230000,Pammal,Chennai
729,2,1,Under Construction,4228000,Pammal,Chennai
729,2,1,Under Construction,4228000,Pammal,Chennai
729,2,1,Under Construction,4228000,Pammal,Chennai
862,2,2,Ready to move,4223000,Iyyappanthangal,Chennai
870,2,2,Under Construction,4219000,Ambattur,Chennai
870,2,2,Under Construction,4219000,Ambattur,Chennai
870,2,2,Under Construction,4219000,Ambattur,Chennai
870,2,2,Under Construction,4219000,Ambattur,Chennai
870,2,2,Under Construction,4219000,Ambattur,Chennai
1055,2,1,Under Construction,4218000,Perumbakkam,Chennai
860,2,2,Ready to move,4214000,Kolapakkam,Chennai
979,2,2,Under Construction,4200000,Navallur,Chennai
762,2,2,Under Construction,4200000,Navallur,Chennai
464,3,1,Unfurnished,4200000,"Bhagwan Das Nagar, Punjabi Bagh",Delhi
650,3,2,Unfurnished,4200000,"Khirki extension, Malviya Nagar",Delhi
810,3,2,Semi-Furnished,4200000,Mahavir Enclave,Delhi
600,2,2,Semi-Furnished,4200000,Rohini Sector 24,Delhi
1045,2,1,Under Construction,4178000,Perumbakkam,Chennai
800,2,2,Ready to move,4160000,Sembakkam,Chennai
756,1,1,Ready to move,4158000,Pammal,Chennai
865,2,2,Under Construction,4152000,Perumbakkam,Chennai
769,2,2,Ready to move,4152000,Selaiyur,Chennai
848,2,2,Under Construction,4112000,Ambattur,Chennai
848,2,2,Under Construction,4112000,Ambattur,Chennai
839,2,2,Ready to move,4111000,Nanmangalam,Chennai
1243,2,1,Ready to move,4100000,Kelambakkam,Chennai
1250,1,2,Ready to move,4100000,Kelambakkam,Chennai
874,2,3,Ready to move,4100000,Kovur,Chennai
630,2,2,Semi-Furnished,4100000,"J R Designers Floors, Rohini Sector",Delhi
468,2,2,Unfurnished,4100000,Karol Bagh,Delhi
990,2,2,Semi-Furnished,4100000,Shahdara,Delhi
1241,2,1,Ready to move,4094000,Kelambakkam,Chennai
910,2,1,Under Construction,4075000,Perumbakkam,Chennai
812,2,2,Ready to move,4060000,Rajakilpakkam,Chennai
743,2,1,Ready to move,4059000,Pammal,Chennai
1015,2,1,Under Construction,4058000,Perumbakkam,Chennai
971,2,1,Under Construction,4053000,Perungalathur,Chennai
834,2,2,Under Construction,4044000,Ambattur,Chennai
834,2,2,Under Construction,4044000,Ambattur,Chennai
834,2,2,Under Construction,4044000,Ambattur,Chennai
834,2,2,Under Construction,4044000,Ambattur,Chennai
825,2,2,Ready to move,4042000,Kolapakkam,Chennai
815,2,1,Under Construction,4034000,Pozhichalur,Chennai
840,2,2,Under Construction,4032000,Nanmangalam,Chennai
1061,2,1,Under Construction,4030000,Thaiyur,Chennai
839,2,2,Ready to move,4027000,Selaiyur,Chennai
838,2,1,Ready to move,4022000,Pozhichalur,Chennai
820,2,2,Ready to move,4018000,Chromepet,Chennai
853,2,1,Under Construction,4009000,Kundrathur,Chennai
835,2,1,Ready to move,4008000,Pozhichalur,Chennai
930,2,2,Under Construction,4000000,Siruseri,Chennai
1000,2,2,Ready to move,4000000,Veppampattu,Chennai
900,3,2,Semi-Furnished,4000000,Budh Vihar,Delhi
450,2,2,Furnished,4000000,Budh Vihar,Delhi
990,3,2,Unfurnished,4000000,Laxmi Nagar,Delhi
990,3,2,Unfurnished,4000000,Laxmi Nagar,Delhi
855,2,2,Semi-Furnished,4000000,Mehrauli,Delhi
585,2,2,Semi-Furnished,4000000,"Savitri Nagar Village, Sheikh Sarai",Delhi
750,2,2,Unfurnished,4000000,Sultanpur,Delhi
780,3,2,Semi-Furnished,4000000,Uttam Nagar,Delhi
720,2,1,Unfurnished,4000000,"Yamuna Vihar, Shahdara",Delhi
815,2,2,Ready to move,3993000,Iyyappanthangal,Chennai
1040,3,2,Under Construction,3988000,Siruseri,Chennai
1050,2,2,Ready to move,3988000,Thaiyur,Chennai
953,2,1,Under Construction,3978000,Perungalathur,Chennai
885,2,1,Under Construction,3975000,Perumbakkam,Chennai
885,2,2,Under Construction,3975000,Perumbakkam,Chennai
790,2,2,Ready to move,3973000,Gerugambakkam,Chennai
1032,3,2,Under Construction,3973000,Thirumullaivoyal,Chennai
800,2,1,Under Construction,3960000,Pozhichalur,Chennai
820,2,2,Ready to move,3950000,Madhavaram,Chennai
820,2,2,Ready to move,3950000,Madhavaram,Chennai
809,2,2,Ready to move,3950000,Sembakkam,Chennai
809,2,2,Ready to move,3950000,Sembakkam,Chennai
809,2,2,Ready to move,3950000,Sembakkam,Chennai
809,2,2,Ready to move,3950000,Sembakkam,Chennai
809,2,2,Ready to move,3950000,Sembakkam,Chennai
405,2,1,Semi-Furnished,3950000,Patel Nagar West,Delhi
718,2,1,Under Construction,3949000,Pammal,Chennai
800,2,1,Under Construction,3949000,Sithalapakkam,Chennai
788,2,2,Ready to move,3940000,Perumbakkam,Chennai
818,2,2,Ready to move,3926000,Selaiyur,Chennai
729,2,1,Ready to move,3919000,Pammal,Chennai
729,2,1,Ready to move,3919000,Pammal,Chennai
800,2,2,Under Construction,3900000,Semmancheri,Chennai
535,2,1,Furnished,3900000,"Dev Nagar, Karol Bagh",Delhi
825,2,1,Under Construction,3877000,Kundrathur,Chennai
824,2,1,Under Construction,3872000,Kundrathur,Chennai
788,2,2,Ready to move,3861000,Nanmangalam,Chennai
819,2,2,Ready to move,3858000,Kovur,Chennai
799,2,2,Ready to move,3853000,Kovur,Chennai
819,2,1,Under Construction,3849000,Kundrathur,Chennai
834,2,2,Ready to move,3836000,Nanmangalam,Chennai
815,2,2,Ready to move,3823000,Kovur,Chennai
1001,2,1,Under Construction,3802000,Thaiyur,Chennai
625,2,1,Under Construction,3800000,Guindy,Chennai
625,2,1,Under Construction,3800000,Guindy,Chennai
625,2,1,Under Construction,3800000,Guindy,Chennai
625,2,1,Under Construction,3800000,Guindy,Chennai
625,2,1,Under Construction,3800000,Guindy,Chennai
625,2,1,Under Construction,3800000,Guindy,Chennai
1000,2,1,Ready to move,3800000,Veppampattu,Chennai
750,2,2,Semi-Furnished,3800000,"Abul Fazal Enclave Part-II, Okhla",Delhi
765,3,2,Semi-Furnished,3800000,Dwarka Mor,Delhi
58,2,1,Unfurnished,3800000,Geeta Colony,Delhi
700,2,2,Semi-Furnished,3800000,"Govindpuri Extension, Kalkaji",Delhi
450,2,2,Semi-Furnished,3800000,"J R Designers Floors, Rohini Sector",Delhi
810,3,2,Furnished,3800000,Mahavir Enclave,Delhi
650,2,2,Unfurnished,3800000,"Panchsheel Vihar, Sheikh Sarai",Delhi
800,3,2,Semi-Furnished,3800000,"Ram Nagar, Shahdara",Delhi
770,2,2,Semi-Furnished,3790000,Mahavir Enclave,Delhi
790,2,2,Ready to move,3780000,Gerugambakkam,Chennai
903,2,1,Under Construction,3770000,Perungalathur,Chennai
785,2,2,Under Construction,3768000,Nanmangalam,Chennai
845,2,2,Ready to move,3750000,Kundrathur,Chennai
770,2,1,Ready to move,3740000,Chromepet,Chennai
896,2,1,Under Construction,3740000,Perungalathur,Chennai
770,2,2,Under Construction,3735000,Ambattur,Chennai
770,2,2,Under Construction,3734000,Ambattur,Chennai
770,2,2,Under Construction,3734000,Ambattur,Chennai
770,2,2,Under Construction,3734000,Ambattur,Chennai
770,2,2,Under Construction,3734000,Ambattur,Chennai
770,2,2,Under Construction,3734000,Ambattur,Chennai
770,2,2,Under Construction,3734000,Ambattur,Chennai
770,2,2,Under Construction,3734000,Ambattur,Chennai
982,2,1,Under Construction,3730000,Thaiyur,Chennai
1124,2,1,Ready to move,3708000,Kelambakkam,Chennai
730,2,2,Ready to move,3700000,Gerugambakkam,Chennai
574,1,1,Ready to move,3700000,Gowrivakkam,Chennai
500,2,1,Semi-Furnished,3700000,Laxmi Nagar,Delhi
765,3,2,Unfurnished,3700000,"Manglapuri, Sultanpur",Delhi
1050,3,2,Unfurnished,3700000,"The Elite Spire, Dwarka Sector 21",Delhi
1050,3,2,Unfurnished,3700000,"The Elite Spire, Dwarka Sector 21",Delhi
1121,2,1,Ready to move,3698000,Kelambakkam,Chennai
884,2,1,Under Construction,3690000,Perungalathur,Chennai
1114,2,1,Ready to move,3675000,Kelambakkam,Chennai
795,2,2,Ready to move,3657000,Nanmangalam,Chennai
949,2,1,Under Construction,3653000,Thirumullaivoyal,Chennai
710,1,2,Ready to move,3642000,Kovur,Chennai
1050,2,1,Under Construction,3621000,Kelambakkam,Chennai
865,2,1,Under Construction,3611000,Perungalathur,Chennai
1094,2,1,Ready to move,3609000,Kelambakkam,Chennai
849,2,1,Under Construction,3600000,Thirumazhisai,Chennai
900,2,3,Under Construction,3600000,Veppampattu,Chennai
902,2,2,Ready to move,3600000,Veppampattu,Chennai
900,2,2,Ready to move,3600000,Veppampattu,Chennai
540,2,1,Semi-Furnished,3600000,"Abul Fazal Enclave Part 1, Okhla",Delhi
400,1,1,Unfurnished,3600000,"Dilshad Colony, Dilshad Garden",Delhi
550,2,2,Unfurnished,3600000,"Guru Angad Nagar West, Laxmi Nagar",Delhi
504,3,1,Semi-Furnished,3600000,"Seelampur, Shahdara",Delhi
652,2,1,Under Construction,3586000,Pammal,Chennai
747,2,1,Under Construction,3585000,Pozhichalur,Chennai
857,2,1,Under Construction,3577000,Perungalathur,Chennai
601,2,1,Ready to move,3575000,Vengaivasal,Chennai
926,3,2,Under Construction,3565000,Thirumullaivoyal,Chennai
652,2,1,Ready to move,3532000,Pammal,Chennai
652,2,1,Ready to move,3532000,Pammal,Chennai
901,2,1,Under Construction,3513000,Chromepet,Chennai
824,2,1,Under Construction,3502000,Siruseri,Chennai
840,2,2,Ready to move,3500000,Kelambakkam,Chennai
994,2,2,Under Construction,3500000,Kelambakkam,Chennai
750,2,1,Ready to move,3500000,Medavakkam,Chennai
750,2,1,Ready to move,3500000,Medavakkam,Chennai
750,2,1,Ready to move,3500000,Medavakkam,Chennai
750,2,1,Ready to move,3500000,Medavakkam,Chennai
750,2,1,Ready to move,3500000,Medavakkam,Chennai
750,2,1,Ready to move,3500000,Medavakkam,Chennai
750,2,1,Ready to move,3500000,Medavakkam,Chennai
750,2,1,Ready to move,3500000,Medavakkam,Chennai
750,2,1,Ready to move,3500000,Medavakkam,Chennai
750,2,1,Ready to move,3500000,Medavakkam,Chennai
750,2,1,Ready to move,3500000,Medavakkam,Chennai
750,2,1,Ready to move,3500000,Medavakkam,Chennai
900,2,2,Ready to move,3500000,Thirumullaivoyal,Chennai
666,1,2,Furnished,3500000,Budh Vihar Phase 1,Delhi
750,2,2,Unfurnished,3500000,Chhattarpur,Delhi
900,2,2,Semi-Furnished,3500000,Chhattarpur,Delhi
50,1,1,Unfurnished,3500000,"DDA Lig Flats, Narela",Delhi
437,1,1,Furnished,3500000,"DDA Lig Flats, Narela",Delhi
50,1,1,Semi-Furnished,3500000,"DDA Lig Flats, Narela",Delhi
400,1,1,Semi-Furnished,3500000,"Dilshad Colony, Dilshad Garden",Delhi
550,2,2,Semi-Furnished,3500000,"J R Designers Floors, Rohini Sector",Delhi
450,2,1,Semi-Furnished,3500000,Laxmi Nagar,Delhi
540,2,1,Unfurnished,3500000,Laxmi Nagar,Delhi
450,2,1,Semi-Furnished,3500000,Laxmi Nagar,Delhi
527,2,2,Semi-Furnished,3500000,Mahavir Enclave Part 1,Delhi
173,2,2,Unfurnished,3500000,Mehrauli,Delhi
365,1,1,Unfurnished,3500000,Narela,Delhi
700,2,2,Semi-Furnished,3500000,"New Manglapuri, Sultanpur",Delhi
1053,2,1,Ready to move,3473000,Kelambakkam,Chennai
925,2,1,Under Construction,3468000,Thirumullaivoyal,Chennai
925,2,1,Under Construction,3468000,Thirumullaivoyal,Chennai
921,2,1,Under Construction,3453000,Thirumullaivoyal,Chennai
921,2,1,Under Construction,3453000,Thirumullaivoyal,Chennai
549,1,1,Ready to move,3446000,Karapakkam,Chennai
1043,2,1,Ready to move,3440000,Kelambakkam,Chennai
880,2,1,Under Construction,3432000,Chromepet,Chennai
879,2,1,Under Construction,3428000,Chromepet,Chennai
994,2,1,Under Construction,3428000,Kelambakkam,Chennai
877,2,1,Under Construction,3420000,Chromepet,Chennai
690,2,1,Under Construction,3415000,Pozhichalur,Chennai
597,1,1,Under Construction,3402000,Vanagaram,Chennai
956,1,2,Ready to move,3400000,Guduvancheri,Chennai
700,2,2,Under Construction,3400000,Semmancheri,Chennai
600,2,2,Under Construction,3400000,Vanagaram,Chennai
900,2,2,Ready to move,3400000,Veppampattu,Chennai
680,3,2,Semi-Furnished,3400000,Dwarka Mor,Delhi
813,2,1,Under Construction,3394000,Perungalathur,Chennai
707,2,1,Under Construction,3393000,Pozhichalur,Chennai
880,2,1,Under Construction,3388000,Thirumullaivoyal,Chennai
594,1,1,Under Construction,3385000,Vanagaram,Chennai
866,2,1,Under Construction,3377000,Chromepet,Chennai
538,1,1,Ready to move,3377000,Karapakkam,Chennai
605,1,1,Under Construction,3377000,Sholinganallur,Chennai
604,1,1,Under Construction,3371000,Sholinganallur,Chennai
603,1,1,Under Construction,3366000,Sholinganallur,Chennai
700,2,2,Under Construction,3360000,Nanmangalam,Chennai
602,1,1,Under Construction,3360000,Sholinganallur,Chennai
588,1,1,Under Construction,3351000,Vanagaram,Chennai
599,1,1,Under Construction,3344000,Sholinganallur,Chennai
1013,2,1,Under Construction,3342000,Thaiyur,Chennai
1013,2,1,Ready to move,3341000,Kelambakkam,Chennai
1010,2,1,Ready to move,3331000,Kelambakkam,Chennai
865,2,1,Under Construction,3330000,Thirumullaivoyal,Chennai
1009,2,1,Under Construction,3329000,Thaiyur,Chennai
1009,2,1,Ready to move,3328000,Kelambakkam,Chennai
795,2,1,Under Construction,3319000,Perungalathur,Chennai
883,2,1,Under Construction,3311000,Thirumullaivoyal,Chennai
883,2,1,Under Construction,3311000,Thirumullaivoyal,Chennai
1002,2,1,Ready to move,3305000,Kelambakkam,Chennai
601,1,1,Ready to move,3300000,Ambattur,Chennai
450,1,1,Unfurnished,3300000,"Dilshad Colony, Dilshad Garden",Delhi
460,2,1,Unfurnished,3300000,"Dilshad Colony, Dilshad Garden",Delhi
500,2,2,Semi-Furnished,3300000,"Govindpuri Extension, Kalkaji",Delhi
540,2,2,Semi-Furnished,3300000,"Kushwaha Homes, Uttam Nagar",Delhi
540,2,2,Semi-Furnished,3300000,"Kushwaha Homes, Uttam Nagar",Delhi
675,2,1,Unfurnished,3300000,Shahdara,Delhi
1000,2,1,Ready to move,3299000,Kelambakkam,Chennai
764,2,1,Under Construction,3298000,Siruseri,Chennai
789,2,1,Under Construction,3294000,Perungalathur,Chennai
997,2,1,Ready to move,3289000,Kelambakkam,Chennai
786,2,1,Under Construction,3281000,Perungalathur,Chennai
784,2,1,Under Construction,3273000,Perungalathur,Chennai
783,2,1,Under Construction,3269000,Perungalathur,Chennai
986,2,1,Ready to move,3252000,Kelambakkam,Chennai
982,2,1,Ready to move,3239000,Kelambakkam,Chennai
980,2,1,Ready to move,3233000,Kelambakkam,Chennai
673,2,1,Ready to move,3230000,Pozhichalur,Chennai
978,2,1,Ready to move,3226000,Kelambakkam,Chennai
975,2,1,Ready to move,3216000,Kelambakkam,Chennai
971,2,1,Ready to move,3203000,Kelambakkam,Chennai
582,1,1,Ready to move,3201000,Pammal,Chennai
849,2,2,Under Construction,3200000,Thirumazhisai,Chennai
500,2,2,Semi-Furnished,3200000,Dwarka Mor,Delhi
500,2,2,Semi-Furnished,3200000,Mahavir Enclave Part 1,Delhi
600,2,2,Unfurnished,3200000,Mehrauli,Delhi
378,1,1,Unfurnished,3200000,"Paschimpuri, Paschim Vihar",Delhi
585,2,2,Unfurnished,3200000,Uttam Nagar,Delhi
965,2,1,Ready to move,3183000,Kelambakkam,Chennai
846,2,1,Under Construction,3172000,Thirumullaivoyal,Chennai
846,2,1,Under Construction,3172000,Thirumullaivoyal,Chennai
850,2,2,Ready to move,3150000,Veppampattu,Chennai
839,2,1,Under Construction,3146000,Thirumullaivoyal,Chennai
839,2,1,Under Construction,3146000,Thirumullaivoyal,Chennai
646,2,1,Ready to move,3138000,Chromepet,Chennai
951,2,1,Ready to move,3137000,Kelambakkam,Chennai
660,1,1,Under Construction,3128000,Sithalapakkam,Chennai
948,2,1,Ready to move,3127000,Kelambakkam,Chennai
600,1,1,Ready to move,3120000,Medavakkam,Chennai
831,2,1,Under Construction,3116000,Thirumullaivoyal,Chennai
831,2,1,Under Construction,3116000,Thirumullaivoyal,Chennai
944,2,1,Ready to move,3114000,Kelambakkam,Chennai
942,2,1,Ready to move,3107000,Kelambakkam,Chennai
730,2,1,Under Construction,3100000,Thirumazhisai,Chennai
675,2,2,Unfurnished,3100000,"Abul Fazal Enclave Part-II, Okhla",Delhi
900,2,2,Semi-Furnished,3100000,"Indra Park Palam, Manglapuri",Delhi
620,2,2,Semi-Furnished,3100000,Uttam Nagar,Delhi
638,2,1,Ready to move,3099000,Chromepet,Chennai
826,2,1,Under Construction,3097000,Thirumullaivoyal,Chennai
826,2,1,Under Construction,3097000,Thirumullaivoyal,Chennai
645,1,1,Under Construction,3061000,Sithalapakkam,Chennai
800,2,1,Ready to move,3040000,Veppampattu,Chennai
808,2,1,Under Construction,3030000,Thirumullaivoyal,Chennai
808,2,1,Under Construction,3030000,Thirumullaivoyal,Chennai
916,2,1,Ready to move,3021000,Kelambakkam,Chennai
804,2,1,Under Construction,3015000,Thirumullaivoyal,Chennai
804,2,1,Under Construction,3015000,Thirumullaivoyal,Chennai
804,2,1,Under Construction,3015000,Thirumullaivoyal,Chennai
804,2,1,Under Construction,3015000,Thirumullaivoyal,Chennai
801,2,1,Under Construction,3003000,Thirumullaivoyal,Chennai
801,2,1,Under Construction,3003000,Thirumullaivoyal,Chennai
690,2,2,Ready to move,3000000,Chromepet,Chennai
820,2,2,Ready to move,3000000,Veppampattu,Chennai
820,2,2,Ready to move,3000000,Veppampattu,Chennai
800,2,2,Ready to move,3000000,Veppampattu,Chennai
800,2,2,Ready to move,3000000,Veppampattu,Chennai
540,2,2,Semi-Furnished,3000000,"Adarsh Homes, Dwarka Mor",Delhi
540,2,2,Semi-Furnished,3000000,"Adarsh Homes, Dwarka Mor",Delhi
450,1,1,Semi-Furnished,3000000,Alaknanda,Delhi
540,1,1,Unfurnished,3000000,"Arjun Nagar, Safdarjung Enclave",Delhi
75,2,2,Semi-Furnished,3000000,Budh Vihar,Delhi
800,2,2,Semi-Furnished,3000000,Chhattarpur,Delhi
725,2,2,Furnished,3000000,Chhattarpur,Delhi
700,2,2,Semi-Furnished,3000000,Chhattarpur Enclave Phase2,Delhi
350,1,1,Unfurnished,3000000,"DDA Flats Pocket 3, Narela",Delhi
452.0838,2,1,Furnished,3000000,"DDA Flats Pocket 6 Sector A10, Nare",Delhi
600,2,2,Semi-Furnished,3000000,Mahavir Enclave,Delhi
600,2,1,Semi-Furnished,3000000,Mahavir Enclave Part 1,Delhi
376.7365,1,1,Semi-Furnished,3000000,"Yamuna Vihar, Shahdara",Delhi
625,1,1,Under Construction,2972000,Sithalapakkam,Chennai
600,1,1,Under Construction,2970000,Pozhichalur,Chennai
791,2,1,Under Construction,2966000,Thirumullaivoyal,Chennai
791,2,1,Under Construction,2966000,Thirumullaivoyal,Chennai
768,2,1,Under Construction,2956000,Thirumullaivoyal,Chennai
788,2,1,Under Construction,2955000,Thirumullaivoyal,Chennai
788,2,1,Under Construction,2955000,Thirumullaivoyal,Chennai
800,2,2,Ready to move,2950000,Veppampattu,Chennai
850,2,2,Semi-Furnished,2940000,"Diamond Heights Multi Estate, Najaf",Delhi
850,2,2,Semi-Furnished,2940000,"Diamond Heights Multi Estate, Najaf",Delhi
615,1,1,Under Construction,2927000,Sithalapakkam,Chennai
779,2,1,Under Construction,2921000,Thirumullaivoyal,Chennai
779,2,1,Under Construction,2921000,Thirumullaivoyal,Chennai
885,2,1,Ready to move,2919000,Kelambakkam,Chennai
800,2,2,Ready to move,2900000,Veppampattu,Chennai
450,2,2,Unfurnished,2900000,Dwarka Mor,Delhi
710,2,2,Unfurnished,2900000,Mahavir Enclave,Delhi
675,2,1,Unfurnished,2900000,Uttam Nagar,Delhi
751,2,2,Ready to move,2899000,Veppampattu,Chennai
773,2,1,Under Construction,2898000,Thirumullaivoyal,Chennai
773,2,1,Under Construction,2898000,Thirumullaivoyal,Chennai
559.7228,2,2,Furnished,2850000,Narela,Delhi
546,1,1,Ready to move,2843000,Pammal,Chennai
546,1,1,Ready to move,2843000,Pammal,Chennai
525,1,1,Ready to move,2835000,Selaiyur,Chennai
502,1,1,Ready to move,2800000,Perungalathur,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
586,1,1,Ready to move,2800000,Sembakkam,Chennai
730,2,2,Under Construction,2800000,Thirumazhisai,Chennai
675,2,2,Semi-Furnished,2800000,Chhattarpur,Delhi
630,2,2,Unfurnished,2800000,Chhattarpur Enclave Phase2,Delhi
445,2,2,Semi-Furnished,2800000,"J R Designers Floors, Rohini Sector",Delhi
850,2,2,Semi-Furnished,2800000,Mehrauli,Delhi
900,3,2,Semi-Furnished,2800000,"SB Residency, Dwarka Mor",Delhi
709,2,1,Under Construction,2765000,Chromepet,Chennai
600,2,2,Under Construction,2760000,Semmancheri,Chennai
600,2,2,Under Construction,2760000,Semmancheri,Chennai
586,1,1,Ready to move,2750000,Sembakkam,Chennai
750,2,2,Ready to move,2750000,Veppampattu,Chennai
750,2,2,Ready to move,2750000,Veppampattu,Chennai
750,2,2,Ready to move,2750000,Veppampattu,Chennai
650,2,2,Semi-Furnished,2750000,Mehrauli,Delhi
600,2,4,Under Construction,2700000,Siruseri,Chennai
750,2,2,Ready to move,2700000,Veppampattu,Chennai
720,2,2,Ready to move,2700000,Veppampattu,Chennai
700,2,2,Ready to move,2700000,Veppampattu,Chennai
725,2,2,Ready to move,2700000,Veppampattu,Chennai
450,1,2,Unfurnished,2700000,Laxmi Nagar,Delhi
450,2,1,Semi-Furnished,2700000,Laxmi Nagar,Delhi
440,2,2,Unfurnished,2700000,Shahdara,Delhi
540,2,1,Furnished,2700000,"Yamuna Vihar, Shahdara",Delhi
504,2,1,Furnished,2700000,"Yamuna Vihar, Shahdara",Delhi
701,2,2,Ready to move,2699000,Veppampattu,Chennai
704,2,2,Ready to move,2690000,Veppampattu,Chennai
700,2,2,Ready to move,2690000,Veppampattu,Chennai
700,2,2,Ready to move,2680000,Veppampattu,Chennai
811,1,1,Ready to move,2675000,Kelambakkam,Chennai
