price,area,status,bhk,location,bath,City
7456000,1522,Under Construction,3,Madhavaram,2,Chennai
4943000,1009,Under Construction,2,Madhavaram,1,Chennai
4943000,1009,Under Construction,2,Madhavaram,1,Chennai
3950000,820,Ready to move,2,Madhavaram,2,Chennai
3950000,820,Ready to move,2,Madhavaram,2,Chennai
8073000,1242,Under Construction,2,Madipakkam,1,Chennai
8032000,1208,Ready to move,2,Madipakkam,1,Chennai
7949000,1223,Under Construction,2,Madipakkam,1,Chennai
8424000,1296,Under Construction,2,Madipakkam,1,Chennai
7930000,1220,Under Construction,2,Madipakkam,1,Chennai
7884000,1213,Under Construction,2,Madipakkam,1,Chennai
7761000,1194,Under Construction,2,Madipakkam,1,Chennai
8157000,1255,Under Construction,2,Madipakkam,1,Chennai
8248000,1269,Under Construction,2,Madipakkam,1,Chennai
7263000,1089,Ready to move,2,Madipakkam,1,Chennai
7425000,1114,Ready to move,2,Madipakkam,2,Chennai
6500000,919,Ready to move,2,Madipakkam,2,Chennai
5106000,740,Under Construction,2,Madipakkam,2,Chennai
5838000,965,Under Construction,1,Madipakkam,2,Chennai
7205000,1310,Under Construction,3,Medavakkam,2,Chennai
5164000,939,Under Construction,2,Medavakkam,1,Chennai
5956000,1083,Under Construction,2,Medavakkam,1,Chennai
5159000,938,Under Construction,2,Medavakkam,1,Chennai
5362000,975,Under Construction,2,Medavakkam,1,Chennai
8745000,1590,Under Construction,3,Medavakkam,2,Chennai
5357000,974,Under Construction,2,Medavakkam,1,Chennai
8772000,1595,Under Construction,3,Medavakkam,2,Chennai
5582000,1015,Under Construction,2,Medavakkam,1,Chennai
8068000,1467,Under Construction,3,Medavakkam,2,Chennai
5712000,985,Under Construction,2,Medavakkam,1,Chennai
5741000,990,Under Construction,2,Medavakkam,1,Chennai
6291000,1085,Under Construction,2,Medavakkam,1,Chennai
5625000,970,Under Construction,2,Medavakkam,1,Chennai
5683000,980,Under Construction,2,Medavakkam,1,Chennai
4950000,1000,Under Construction,2,Medavakkam,2,Chennai
11000000,1851,Ready to move,3,Medavakkam,3,Chennai
5000000,1000,Under Construction,2,Medavakkam,2,Chennai
3500000,750,Ready to move,2,Medavakkam,1,Chennai
3500000,750,Ready to move,2,Medavakkam,1,Chennai
3500000,750,Ready to move,2,Medavakkam,1,Chennai
3500000,750,Ready to move,2,Medavakkam,1,Chennai
3500000,750,Ready to move,2,Medavakkam,1,Chennai
3500000,750,Ready to move,2,Medavakkam,1,Chennai
3500000,750,Ready to move,2,Medavakkam,1,Chennai
3500000,750,Ready to move,2,Medavakkam,1,Chennai
3500000,750,Ready to move,2,Medavakkam,1,Chennai
3500000,750,Ready to move,2,Medavakkam,1,Chennai
3500000,750,Ready to move,2,Medavakkam,1,Chennai
3500000,750,Ready to move,2,Medavakkam,1,Chennai
4841000,931,Ready to move,2,Medavakkam,2,Chennai
7800000,1300,Ready to move,3,Medavakkam,3,Chennai
5406000,983,Ready to move,2,Medavakkam,2,Chennai
4735000,861,Ready to move,2,Medavakkam,2,Chennai
5826000,971,Ready to move,2,Medavakkam,2,Chennai
6935000,1261,Ready to move,3,Medavakkam,3,Chennai
6935000,1261,Ready to move,3,Medavakkam,3,Chennai
5604000,1019,Ready to move,2,Medavakkam,2,Chennai
5826000,971,Ready to move,2,Medavakkam,2,Chennai
7800000,1300,Ready to move,3,Medavakkam,3,Chennai
5406000,983,Ready to move,2,Medavakkam,2,Chennai
4735000,861,Ready to move,2,Medavakkam,2,Chennai
3120000,600,Ready to move,1,Medavakkam,1,Chennai
6888000,1148,Ready to move,3,Medavakkam,3,Chennai
5376000,896,Ready to move,2,Medavakkam,2,Chennai
5194000,999,Ready to move,2,Medavakkam,2,Chennai
7271000,1322,Ready to move,3,Medavakkam,3,Chennai
4368000,840,Ready to move,2,Medavakkam,2,Chennai
6400000,1254,Ready to move,2,Medavakkam,2,Chennai
8562000,1427,Ready to move,3,Medavakkam,3,Chennai
7902000,1317,Ready to move,3,Medavakkam,3,Chennai
7524000,1254,Ready to move,3,Medavakkam,3,Chennai
6696000,1116,Ready to move,3,Medavakkam,3,Chennai
6000000,1000,Ready to move,2,Medavakkam,2,Chennai
5316000,886,Ready to move,2,Medavakkam,2,Chennai
4506000,751,Ready to move,2,Medavakkam,2,Chennai
6164000,1045,Under Construction,2,Medavakkam,1,Chennai
7550000,1280,Under Construction,3,Medavakkam,2,Chennai
15100000,2225,Under Construction,3,Mogappair,2,Chennai
13400000,1974,Under Construction,3,Mogappair,2,Chennai
16500000,2433,Under Construction,4,Mogappair,3,Chennai
16900000,2495,Under Construction,4,Mogappair,3,Chennai
13300000,1962,Under Construction,3,Mogappair,2,Chennai
13800000,2211,Under Construction,4,Mogappair,2,Chennai
9757000,1668,Under Construction,3,Mogappair,2,Chennai
8599000,1470,Under Construction,3,Mogappair,2,Chennai
8386000,1342,Under Construction,2,Mogappair,1,Chennai
12100000,1947,Under Construction,3,Mogappair,2,Chennai
6148000,1051,Under Construction,2,Mogappair,2,Chennai
11500000,1849,Under Construction,3,Mogappair,2,Chennai
13900000,2228,Under Construction,4,Mogappair,3,Chennai
8517000,1363,Under Construction,2,Mogappair,1,Chennai
7002000,1197,Under Construction,2,Mogappair,2,Chennai
7000000,1499,Ready to move,3,Mogappair,3,Chennai
7151000,1069,Under Construction,2,Mogappair,2,Chennai
5929000,1078,Under Construction,2,Mugalivakkam,1,Chennai
5918000,1076,Under Construction,2,Mugalivakkam,1,Chennai
5973000,1086,Under Construction,2,Mugalivakkam,1,Chennai
5786000,1052,Under Construction,2,Mugalivakkam,1,Chennai
8734000,1588,Under Construction,3,Mugalivakkam,2,Chennai
6259000,1138,Under Construction,2,Mugalivakkam,1,Chennai
6402000,1164,Under Construction,2,Mugalivakkam,1,Chennai
2300000,500,Ready to move,1,Nanmangalam,1,Chennai
4708000,961,Ready to move,2,Nanmangalam,2,Chennai
3861000,788,Ready to move,2,Nanmangalam,2,Chennai
4508000,980,Ready to move,2,Nanmangalam,2,Chennai
3836000,834,Ready to move,2,Nanmangalam,2,Chennai
3657000,795,Ready to move,2,Nanmangalam,2,Chennai
4900000,1000,Ready to move,2,Nanmangalam,2,Chennai
4351000,888,Ready to move,2,Nanmangalam,2,Chennai
4111000,839,Ready to move,2,Nanmangalam,2,Chennai
5880000,1200,Ready to move,3,Nanmangalam,3,Chennai
4900000,1000,Ready to move,2,Nanmangalam,2,Chennai
4351000,888,Ready to move,2,Nanmangalam,2,Chennai
4560000,950,Under Construction,2,Nanmangalam,2,Chennai
4032000,840,Under Construction,2,Nanmangalam,2,Chennai
3768000,785,Under Construction,2,Nanmangalam,2,Chennai
3360000,700,Under Construction,2,Nanmangalam,2,Chennai
11300000,2343,Ready to move,4,Navallur,4,Chennai
11200000,2323,Ready to move,4,Navallur,3,Chennai
7105000,1579,Ready to move,3,Navallur,3,Chennai
11500000,2388,Ready to move,4,Navallur,3,Chennai
7101000,1578,Ready to move,3,Navallur,2,Chennai
6237000,1386,Ready to move,3,Navallur,2,Chennai
7051000,1567,Ready to move,3,Navallur,2,Chennai
7700000,1560,Ready to move,2,Navallur,2,Chennai
4900000,1110,Ready to move,2,Navallur,2,Chennai
4200000,979,Under Construction,2,Navallur,2,Chennai
4200000,762,Under Construction,2,Navallur,2,Chennai
5021000,1152,Ready to move,2,Padur,3,Chennai
5021000,1152,Ready to move,2,Padur,3,Chennai
5008000,1149,Ready to move,2,Padur,1,Chennai
5008000,1149,Ready to move,2,Padur,1,Chennai
4999000,1147,Ready to move,2,Padur,1,Chennai
4999000,1147,Ready to move,2,Padur,1,Chennai
5933000,1361,Ready to move,2,Padur,1,Chennai
5933000,1361,Ready to move,2,Padur,1,Chennai
5646000,1295,Ready to move,2,Padur,1,Chennai
5646000,1295,Ready to move,2,Padur,1,Chennai
5496000,1261,Ready to move,2,Padur,1,Chennai
5496000,1261,Ready to move,2,Padur,1,Chennai
5916000,1357,Ready to move,2,Padur,1,Chennai
5916000,1357,Ready to move,2,Padur,1,Chennai
5524000,1267,Ready to move,2,Padur,1,Chennai
5524000,1267,Ready to move,2,Padur,1,Chennai
5514000,1265,Ready to move,2,Padur,3,Chennai
5514000,1265,Ready to move,2,Padur,3,Chennai
5505000,1263,Ready to move,2,Padur,1,Chennai
5505000,1263,Ready to move,2,Padur,1,Chennai
7108000,1021,Under Construction,2,Pallavaram,1,Chennai
7382000,1085,Under Construction,2,Pallavaram,1,Chennai
7382000,1085,Under Construction,2,Pallavaram,1,Chennai
7382000,1085,Under Construction,2,Pallavaram,1,Chennai
7382000,1085,Under Construction,2,Pallavaram,1,Chennai
7382000,1085,Under Construction,2,Pallavaram,1,Chennai
7108000,1021,Under Construction,2,Pallavaram,1,Chennai
7108000,1021,Under Construction,2,Pallavaram,1,Chennai
10800000,1564,Under Construction,3,Pallavaram,2,Chennai
10800000,1564,Under Construction,3,Pallavaram,2,Chennai
5403000,837,Under Construction,2,Pallavaram,1,Chennai
5439000,861,Under Construction,2,Pallavaram,1,Chennai
4944000,777,Under Construction,2,Pallavaram,1,Chennai
5242000,783,Under Construction,2,Pallavaram,1,Chennai
5457000,864,Under Construction,2,Pallavaram,1,Chennai
9990000,1350,Under Construction,3,Pallavaram,3,Chennai
8140000,1122,Under Construction,2,Pallavaram,2,Chennai
9990000,1350,Under Construction,3,Pallavaram,3,Chennai
8140000,1122,Under Construction,2,Pallavaram,2,Chennai
11800000,1600,Under Construction,3,Pallavaram,3,Chennai
8140000,1122,Under Construction,2,Pallavaram,2,Chennai
11800000,1600,Under Construction,3,Pallavaram,3,Chennai
8500000,1300,Ready to move,2,Pallavaram,2,Chennai
5146000,919,Under Construction,2,Pammal,1,Chennai
5146000,919,Under Construction,2,Pammal,1,Chennai
6699000,1155,Under Construction,3,Pammal,2,Chennai
4988000,860,Under Construction,2,Pammal,1,Chennai
4611000,795,Under Construction,2,Pammal,1,Chennai
4888000,873,Under Construction,2,Pammal,1,Chennai
7448000,1330,Under Construction,3,Pammal,2,Chennai
7448000,1330,Under Construction,3,Pammal,2,Chennai
6339000,1132,Under Construction,3,Pammal,2,Chennai
6339000,1132,Under Construction,3,Pammal,2,Chennai
7285000,1301,Under Construction,3,Pammal,2,Chennai
7285000,1301,Under Construction,3,Pammal,2,Chennai
6699000,1155,Under Construction,3,Pammal,2,Chennai
4611000,795,Under Construction,2,Pammal,1,Chennai
4988000,860,Under Construction,2,Pammal,1,Chennai
6699000,1155,Under Construction,3,Pammal,2,Chennai
4611000,795,Under Construction,2,Pammal,1,Chennai
6699000,1155,Under Construction,3,Pammal,2,Chennai
4988000,860,Under Construction,2,Pammal,1,Chennai
4611000,795,Under Construction,2,Pammal,1,Chennai
6762000,1166,Under Construction,3,Pammal,2,Chennai
4988000,860,Under Construction,2,Pammal,1,Chennai
6762000,1166,Under Construction,3,Pammal,2,Chennai
6055000,1044,Under Construction,3,Pammal,2,Chennai
6055000,1044,Under Construction,3,Pammal,2,Chennai
4228000,729,Under Construction,2,Pammal,1,Chennai
6055000,1044,Under Construction,3,Pammal,2,Chennai
4228000,729,Under Construction,2,Pammal,1,Chennai
4228000,729,Under Construction,2,Pammal,1,Chennai
7702000,1328,Under Construction,3,Pammal,2,Chennai
7702000,1328,Under Construction,3,Pammal,2,Chennai
5759000,993,Under Construction,3,Pammal,2,Chennai
5759000,993,Under Construction,3,Pammal,2,Chennai
6188000,1067,Under Construction,3,Pammal,2,Chennai
6188000,1067,Under Construction,3,Pammal,2,Chennai
4727000,815,Under Construction,2,Pammal,1,Chennai
4727000,815,Under Construction,2,Pammal,1,Chennai
4059000,743,Ready to move,2,Pammal,1,Chennai
2299000,430,Ready to move,1,Pammal,1,Chennai
4503000,830,Ready to move,2,Pammal,1,Chennai
3532000,652,Ready to move,2,Pammal,1,Chennai
3532000,652,Ready to move,2,Pammal,1,Chennai
6605000,1216,Ready to move,3,Pammal,2,Chennai
6605000,1216,Ready to move,3,Pammal,2,Chennai
4230000,791,Ready to move,2,Pammal,1,Chennai
4230000,791,Ready to move,2,Pammal,1,Chennai
3919000,729,Ready to move,2,Pammal,1,Chennai
3919000,729,Ready to move,2,Pammal,1,Chennai
5354000,976,Ready to move,2,Pammal,1,Chennai
5354000,976,Ready to move,2,Pammal,1,Chennai
4572000,859,Ready to move,2,Pammal,1,Chennai
4572000,859,Ready to move,2,Pammal,1,Chennai
2843000,546,Ready to move,1,Pammal,1,Chennai
2843000,546,Ready to move,1,Pammal,1,Chennai
4341000,813,Ready to move,2,Pammal,1,Chennai
4341000,813,Ready to move,2,Pammal,1,Chennai
5236000,952,Under Construction,2,Pammal,1,Chennai
3949000,718,Under Construction,2,Pammal,1,Chennai
3586000,652,Under Construction,2,Pammal,1,Chennai
6710000,1220,Under Construction,3,Pammal,2,Chennai
4400000,800,Under Construction,2,Pammal,1,Chennai
5602000,1050,Under Construction,2,Pammal,1,Chennai
5597000,1049,Under Construction,2,Pammal,1,Chennai
6214000,1170,Under Construction,3,Pammal,2,Chennai
4416000,803,Ready to move,2,Pammal,1,Chennai
4158000,756,Ready to move,1,Pammal,1,Chennai
3201000,582,Ready to move,1,Pammal,1,Chennai
2568000,535,Ready to move,1,Pammal,1,Chennai
9000000,1700,Under Construction,3,Pammal,3,Chennai
7200000,1300,Ready to move,3,Pammal,3,Chennai
9000000,1700,Under Construction,3,Pammal,3,Chennai
4075000,910,Under Construction,2,Perumbakkam,1,Chennai
4704000,920,Under Construction,2,Perumbakkam,2,Chennai
5700000,1240,Under Construction,2,Perumbakkam,1,Chennai
6260000,1360,Under Construction,3,Perumbakkam,2,Chennai
9029000,1962,Under Construction,3,Perumbakkam,3,Chennai
3975000,885,Under Construction,2,Perumbakkam,1,Chennai
5698000,1315,Under Construction,2,Perumbakkam,1,Chennai
4768000,1080,Under Construction,2,Perumbakkam,1,Chennai
5144000,973,Under Construction,2,Perumbakkam,2,Chennai
6459000,1244,Under Construction,3,Perumbakkam,3,Chennai
5908000,1143,Under Construction,3,Perumbakkam,3,Chennai
6459000,1244,Under Construction,3,Perumbakkam,3,Chennai
6459000,1244,Under Construction,3,Perumbakkam,3,Chennai
5908000,1143,Under Construction,3,Perumbakkam,3,Chennai
5908000,1143,Under Construction,3,Perumbakkam,3,Chennai
5941000,1150,Under Construction,3,Perumbakkam,3,Chennai
5941000,1150,Under Construction,3,Perumbakkam,3,Chennai
6402000,1246,Under Construction,3,Perumbakkam,3,Chennai
6402000,1246,Under Construction,3,Perumbakkam,3,Chennai
5877000,1124,Under Construction,3,Perumbakkam,3,Chennai
5877000,1124,Under Construction,3,Perumbakkam,3,Chennai
4500000,909,Ready to move,2,Perumbakkam,2,Chennai
4178000,1045,Under Construction,2,Perumbakkam,1,Chennai
4218000,1055,Under Construction,2,Perumbakkam,1,Chennai
5498000,1375,Under Construction,2,Perumbakkam,1,Chennai
4058000,1015,Under Construction,2,Perumbakkam,1,Chennai
5358000,1340,Under Construction,2,Perumbakkam,1,Chennai
6400000,1238,Ready to move,3,Perumbakkam,2,Chennai
4152000,865,Under Construction,2,Perumbakkam,2,Chennai
3975000,885,Under Construction,2,Perumbakkam,2,Chennai
3940000,788,Ready to move,2,Perumbakkam,2,Chennai
5455000,1091,Ready to move,3,Perumbakkam,3,Chennai
4885000,977,Ready to move,2,Perumbakkam,2,Chennai
7060000,1400,Ready to move,3,Perumbakkam,3,Chennai
4315000,863,Ready to move,2,Perumbakkam,2,Chennai
9500000,1900,Ready to move,3,Perumbakkam,3,Chennai
8500000,1800,Ready to move,3,Perumbakkam,3,Chennai
3770000,903,Under Construction,2,Perungalathur,1,Chennai
4400000,1054,Under Construction,2,Perungalathur,1,Chennai
4053000,971,Under Construction,2,Perungalathur,1,Chennai
3319000,795,Under Construction,2,Perungalathur,1,Chennai
4826000,1156,Under Construction,2,Perungalathur,1,Chennai
3611000,865,Under Construction,2,Perungalathur,1,Chennai
3740000,896,Under Construction,2,Perungalathur,1,Chennai
3978000,953,Under Construction,2,Perungalathur,1,Chennai
3281000,786,Under Construction,2,Perungalathur,1,Chennai
3690000,884,Under Construction,2,Perungalathur,1,Chennai
3577000,857,Under Construction,2,Perungalathur,1,Chennai
3294000,789,Under Construction,2,Perungalathur,1,Chennai
3273000,784,Under Construction,2,Perungalathur,1,Chennai
3269000,783,Under Construction,2,Perungalathur,1,Chennai
3394000,813,Under Construction,2,Perungalathur,1,Chennai
2800000,502,Ready to move,1,Perungalathur,1,Chennai
9600000,1900,Under Construction,3,Perungalathur,3,Chennai
7700000,1400,Ready to move,3,Perungalathur,3,Chennai
6500000,1250,Ready to move,3,Perungalathur,3,Chennai
7700000,1400,Ready to move,3,Perungalathur,3,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
6200000,1030,Ready to move,3,Perungalathur,2,Chennai
5800000,1030,Ready to move,3,Perungalathur,2,Chennai
6960000,1200,Ready to move,3,Perungalathur,3,Chennai
6032000,1040,Ready to move,2,Perungalathur,2,Chennai
5417000,934,Ready to move,2,Perungalathur,2,Chennai
5156000,889,Ready to move,2,Perungalathur,2,Chennai
5300000,974,Under Construction,2,Perungalathur,2,Chennai
6600000,1366,Under Construction,3,Perungalathur,2,Chennai
13100000,1556,Under Construction,2,Perungudi,1,Chennai
25100000,2550,Under Construction,3,Perungudi,2,Chennai
22600000,2288,Under Construction,3,Perungudi,2,Chennai
30600000,3096,Under Construction,4,Perungudi,3,Chennai
22300000,2256,Under Construction,3,Perungudi,2,Chennai
12400000,1477,Under Construction,2,Perungudi,1,Chennai
11300000,1343,Under Construction,2,Perungudi,1,Chennai
32100000,3252,Under Construction,4,Perungudi,3,Chennai
11100000,1311,Under Construction,2,Perungudi,1,Chennai
13100000,1561,Under Construction,2,Perungudi,1,Chennai
24000000,2429,Under Construction,3,Perungudi,2,Chennai
11000000,1317,Under Construction,2,Perungudi,1,Chennai
11100000,1313,Under Construction,2,Perungudi,1,Chennai
13400000,1583,Under Construction,2,Perungudi,1,Chennai
13300000,1577,Under Construction,2,Perungudi,1,Chennai
13300000,1580,Under Construction,2,Perungudi,1,Chennai
23600000,2398,Under Construction,3,Perungudi,2,Chennai
31600000,3210,Under Construction,4,Perungudi,3,Chennai
11800000,1394,Under Construction,2,Perungudi,1,Chennai
11700000,1392,Under Construction,2,Perungudi,1,Chennai
11800000,1398,Under Construction,2,Perungudi,1,Chennai
13700000,1485,Ready to move,3,Perungudi,3,Chennai
10100000,1188,Under Construction,2,Perungudi,2,Chennai
5137000,598,Under Construction,1,Perungudi,1,Chennai
13800000,1380,Ready to move,3,Perungudi,3,Chennai
12000000,1200,Ready to move,3,Perungudi,3,Chennai
12000000,1200,Ready to move,3,Perungudi,3,Chennai
13000000,1308,Ready to move,3,Perungudi,3,Chennai
12500000,1250,Ready to move,3,Perungudi,3,Chennai
10400000,1044,Ready to move,2,Perungudi,2,Chennai
10600000,1060,Ready to move,2,Perungudi,2,Chennai
10600000,1062,Ready to move,2,Perungudi,2,Chennai
13700000,1370,Ready to move,3,Perungudi,3,Chennai
12600000,1264,Ready to move,3,Perungudi,3,Chennai
10600000,1065,Ready to move,2,Perungudi,2,Chennai
10600000,1060,Ready to move,2,Perungudi,2,Chennai
13700000,1370,Ready to move,3,Perungudi,3,Chennai
13000000,1308,Ready to move,3,Perungudi,3,Chennai
13000000,1308,Ready to move,3,Perungudi,3,Chennai
12000000,1200,Ready to move,3,Perungudi,3,Chennai
10400000,1044,Ready to move,2,Perungudi,2,Chennai
12000000,1200,Ready to move,3,Perungudi,3,Chennai
13800000,1380,Ready to move,3,Perungudi,3,Chennai
12600000,1264,Ready to move,3,Perungudi,3,Chennai
12500000,1250,Ready to move,3,Perungudi,3,Chennai
12500000,1250,Ready to move,3,Perungudi,3,Chennai
13700000,1370,Ready to move,3,Perungudi,3,Chennai
13800000,1380,Ready to move,3,Perungudi,3,Chennai
13000000,1308,Ready to move,3,Perungudi,3,Chennai
8839000,1637,Ready to move,3,Poonamallee,2,Chennai
7954000,1473,Ready to move,3,Poonamallee,2,Chennai
5410000,1002,Ready to move,2,Poonamallee,2,Chennai
7657000,1418,Ready to move,3,Poonamallee,2,Chennai
7954000,1473,Ready to move,3,Poonamallee,2,Chennai
5410000,1002,Ready to move,2,Poonamallee,2,Chennai
7657000,1418,Ready to move,3,Poonamallee,2,Chennai
5243000,971,Ready to move,2,Poonamallee,1,Chennai
7668000,1420,Ready to move,3,Poonamallee,3,Chennai
5389000,998,Ready to move,2,Poonamallee,1,Chennai
5383000,997,Ready to move,2,Poonamallee,1,Chennai
8823000,1634,Ready to move,3,Poonamallee,3,Chennai
5383000,997,Ready to move,2,Poonamallee,1,Chennai
6947000,965,Under Construction,2,Porur,1,Chennai
7871000,1212,Under Construction,2,Porur,1,Chennai
6644000,923,Under Construction,2,Porur,2,Chennai
9265000,1287,Under Construction,3,Porur,2,Chennai
7810000,1085,Under Construction,3,Porur,3,Chennai
7393000,1027,Under Construction,2,Porur,1,Chennai
6990000,971,Under Construction,2,Porur,1,Chennai
6954000,966,Under Construction,2,Porur,1,Chennai
6209000,956,Under Construction,2,Porur,1,Chennai
8105000,1248,Under Construction,2,Porur,1,Chennai
6137000,945,Under Construction,2,Porur,1,Chennai
7099000,1093,Under Construction,2,Porur,1,Chennai
6118000,942,Under Construction,2,Porur,1,Chennai
7943000,1223,Under Construction,2,Porur,1,Chennai
8500000,1071,Ready to move,2,Porur,2,Chennai
8500000,1071,Ready to move,2,Porur,2,Chennai
6947000,965,Under Construction,2,Porur,1,Chennai
6644000,923,Under Construction,2,Porur,2,Chennai
9265000,1287,Under Construction,3,Porur,2,Chennai
7810000,1085,Under Construction,3,Porur,3,Chennai
7393000,1027,Under Construction,2,Porur,1,Chennai
6990000,971,Under Construction,2,Porur,1,Chennai
6954000,966,Under Construction,2,Porur,1,Chennai
6600000,950,Under Construction,2,Porur,2,Chennai
6400000,959,Under Construction,2,Porur,2,Chennai
7600000,1085,Under Construction,3,Porur,3,Chennai
4008000,835,Ready to move,2,Pozhichalur,1,Chennai
4022000,838,Ready to move,2,Pozhichalur,1,Chennai
3230000,673,Ready to move,2,Pozhichalur,1,Chennai
2409000,502,Under Construction,1,Pozhichalur,1,Chennai
3393000,707,Under Construction,2,Pozhichalur,1,Chennai
2284000,476,Under Construction,1,Pozhichalur,1,Chennai
3585000,747,Under Construction,2,Pozhichalur,1,Chennai
5049000,1020,Under Construction,3,Pozhichalur,2,Chennai
2970000,600,Under Construction,1,Pozhichalur,1,Chennai
4034000,815,Under Construction,2,Pozhichalur,1,Chennai
4603000,930,Under Construction,2,Pozhichalur,1,Chennai
4950000,1000,Under Construction,3,Pozhichalur,2,Chennai
3415000,690,Under Construction,2,Pozhichalur,1,Chennai
4826000,975,Under Construction,2,Pozhichalur,1,Chennai
3960000,800,Under Construction,2,Pozhichalur,1,Chennai
4300000,799,Ready to move,2,Rajakilpakkam,2,Chennai
9500000,1700,Ready to move,3,Rajakilpakkam,3,Chennai
7840000,1400,Ready to move,3,Rajakilpakkam,3,Chennai
7280000,1300,Ready to move,3,Rajakilpakkam,3,Chennai
6658000,1189,Ready to move,3,Rajakilpakkam,3,Chennai
5734000,1024,Ready to move,2,Rajakilpakkam,2,Chennai
5398000,964,Ready to move,2,Rajakilpakkam,2,Chennai
4625000,826,Ready to move,2,Rajakilpakkam,2,Chennai
4396000,785,Ready to move,2,Rajakilpakkam,2,Chennai
4820000,964,Ready to move,2,Rajakilpakkam,2,Chennai
4500000,900,Ready to move,2,Rajakilpakkam,2,Chennai
4060000,812,Ready to move,2,Rajakilpakkam,2,Chennai
16800000,994,Under Construction,2,Royapettah,2,Chennai
16800000,994,Ready to move,2,Royapettah,2,Chennai
23000000,1440,Ready to move,3,Royapettah,3,Chennai
38500000,2336,Ready to move,3,Royapettah,3,Chennai
90300000,4200,Ready to move,3,Royapettah,2,Chennai
63600000,2961,Ready to move,3,Royapettah,2,Chennai
63500000,2958,Ready to move,3,Royapettah,2,Chennai
63600000,2960,Ready to move,4,Royapettah,3,Chennai
63500000,2957,Ready to move,4,Royapettah,3,Chennai
139700000,6500,Ready to move,5,Royapettah,6,Chennai
64500000,3000,Ready to move,3,Royapettah,2,Chennai
83800000,3899,Ready to move,3,Royapettah,2,Chennai
67400000,3135,Ready to move,3,Royapettah,3,Chennai
11400000,600,Ready to move,1,Royapettah,1,Chennai
63600000,2959,Ready to move,4,Royapettah,3,Chennai
83200000,3874,Ready to move,3,Royapettah,2,Chennai
139700000,6498,Ready to move,5,Royapettah,6,Chennai
81700000,3800,Ready to move,3,Royapettah,2,Chennai
142200000,6617,Ready to move,5,Royapettah,6,Chennai
67400000,3139,Ready to move,4,Royapettah,3,Chennai
10100000,1760,Under Construction,3,Selaiyur,2,Chennai
17500000,2544,Under Construction,4,Selaiyur,3,Chennai
6732000,1030,Ready to move,2,Selaiyur,1,Chennai
6732000,1030,Ready to move,2,Selaiyur,1,Chennai
7971000,1226,Ready to move,3,Selaiyur,2,Chennai
7971000,1226,Ready to move,3,Selaiyur,2,Chennai
6732000,1030,Ready to move,2,Selaiyur,1,Chennai
6732000,1030,Ready to move,2,Selaiyur,1,Chennai
7971000,1226,Ready to move,3,Selaiyur,2,Chennai
7971000,1226,Ready to move,3,Selaiyur,2,Chennai
4348000,906,Ready to move,2,Selaiyur,2,Chennai
4027000,839,Ready to move,2,Selaiyur,2,Chennai
4887000,905,Ready to move,2,Selaiyur,2,Chennai
4654000,862,Ready to move,2,Selaiyur,2,Chennai
4152000,769,Ready to move,2,Selaiyur,2,Chennai
3926000,818,Ready to move,2,Selaiyur,2,Chennai
7360000,1269,Ready to move,3,Selaiyur,3,Chennai
6907000,1191,Ready to move,3,Selaiyur,3,Chennai
6206000,1070,Ready to move,2,Selaiyur,2,Chennai
5771000,995,Ready to move,2,Selaiyur,2,Chennai
5585000,963,Ready to move,2,Selaiyur,2,Chennai
5185000,894,Ready to move,2,Selaiyur,2,Chennai
4756000,820,Ready to move,2,Selaiyur,2,Chennai
2835000,525,Ready to move,1,Selaiyur,1,Chennai
7200000,1218,Under Construction,3,Sembakkam,3,Chennai
5250000,960,Ready to move,2,Sembakkam,1,Chennai
4400000,800,Ready to move,2,Sembakkam,1,Chennai
2750000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
