price,area,status,bhk,location,bath,City
2800000,586,Ready to move,1,Sembakkam,1,Chennai
2800000,586,Ready to move,1,Sembakkam,1,Chennai
3950000,809,Ready to move,2,Sembakkam,2,Chennai
3950000,809,Ready to move,2,Sembakkam,2,Chennai
3950000,809,Ready to move,2,Sembakkam,2,Chennai
3950000,809,Ready to move,2,Sembakkam,2,Chennai
3950000,809,Ready to move,2,Sembakkam,2,Chennai
5610000,1020,Under Construction,3,Sembakkam,2,Chennai
6050000,1100,Under Construction,3,Sembakkam,2,Chennai
6478000,1117,Ready to move,3,Sembakkam,3,Chennai
8120000,1400,Ready to move,3,Sembakkam,3,Chennai
8120000,1400,Ready to move,3,Sembakkam,3,Chennai
7487000,1291,Ready to move,3,Sembakkam,3,Chennai
5220000,900,Ready to move,2,Sembakkam,2,Chennai
6478000,1117,Ready to move,3,Sembakkam,3,Chennai
12000000,2000,Ready to move,3,Sembakkam,3,Chennai
10000000,1821,Ready to move,3,Sembakkam,3,Chennai
9500000,1783,Ready to move,3,Sembakkam,3,Chennai
9000000,1624,Ready to move,3,Sembakkam,3,Chennai
14000000,2200,Under Construction,4,Sembakkam,4,Chennai
7337000,1249,Ready to move,3,Sembakkam,3,Chennai
6926000,1179,Ready to move,3,Sembakkam,3,Chennai
5775000,983,Ready to move,2,Sembakkam,2,Chennai
4794000,861,Ready to move,2,Sembakkam,2,Chennai
5430000,905,Ready to move,2,Sembakkam,2,Chennai
5010000,835,Ready to move,2,Sembakkam,2,Chennai
5101000,981,Ready to move,2,Sembakkam,2,Chennai
4841000,931,Ready to move,2,Sembakkam,2,Chennai
4425000,851,Ready to move,2,Sembakkam,2,Chennai
4160000,800,Ready to move,2,Sembakkam,2,Chennai
2760000,600,Under Construction,2,Semmancheri,2,Chennai
2760000,600,Under Construction,2,Semmancheri,2,Chennai
3400000,700,Under Construction,2,Semmancheri,2,Chennai
3900000,800,Under Construction,2,Semmancheri,2,Chennai
4700000,1060,Ready to move,2,Semmancheri,2,Chennai
4600000,1200,Ready to move,1,Semmancheri,2,Chennai
7735000,1645,Ready to move,3,Semmancheri,2,Chennai
6275000,1004,Under Construction,2,Sholinganallur,1,Chennai
6275000,1004,Under Construction,2,Sholinganallur,1,Chennai
4864000,885,Under Construction,2,Sholinganallur,1,Chennai
4888000,890,Under Construction,2,Sholinganallur,1,Chennai
4743000,860,Under Construction,2,Sholinganallur,1,Chennai
4695000,850,Under Construction,2,Sholinganallur,1,Chennai
4767000,865,Under Construction,2,Sholinganallur,1,Chennai
13800000,2525,Ready to move,4,Sholinganallur,3,Chennai
7507000,1365,Ready to move,2,Sholinganallur,1,Chennai
6886000,1252,Ready to move,2,Sholinganallur,1,Chennai
7458000,1356,Ready to move,2,Sholinganallur,1,Chennai
6440000,1171,Ready to move,2,Sholinganallur,1,Chennai
7711000,1402,Ready to move,2,Sholinganallur,1,Chennai
8019000,1458,Ready to move,2,Sholinganallur,1,Chennai
7067000,1285,Ready to move,2,Sholinganallur,1,Chennai
14100000,2580,Ready to move,4,Sholinganallur,3,Chennai
8079000,1469,Ready to move,2,Sholinganallur,1,Chennai
6952000,1264,Ready to move,2,Sholinganallur,1,Chennai
6589000,1198,Ready to move,2,Sholinganallur,1,Chennai
6318000,1011,Under Construction,2,Sholinganallur,1,Chennai
6318000,1011,Under Construction,2,Sholinganallur,1,Chennai
5481000,877,Under Construction,2,Sholinganallur,1,Chennai
5481000,877,Under Construction,2,Sholinganallur,1,Chennai
6275000,1004,Under Construction,2,Sholinganallur,1,Chennai
6318000,1011,Under Construction,2,Sholinganallur,1,Chennai
6275000,1004,Under Construction,2,Sholinganallur,1,Chennai
5481000,877,Under Construction,2,Sholinganallur,1,Chennai
6318000,1011,Under Construction,2,Sholinganallur,1,Chennai
5787000,926,Under Construction,2,Sholinganallur,1,Chennai
5481000,877,Under Construction,2,Sholinganallur,1,Chennai
5787000,926,Under Construction,2,Sholinganallur,1,Chennai
6310000,1242,Under Construction,2,Sholinganallur,2,Chennai
6310000,1242,Under Construction,2,Sholinganallur,2,Chennai
3371000,604,Under Construction,1,Sholinganallur,1,Chennai
3366000,603,Under Construction,1,Sholinganallur,1,Chennai
6351000,1250,Under Construction,2,Sholinganallur,2,Chennai
6330000,1246,Under Construction,2,Sholinganallur,2,Chennai
3377000,605,Under Construction,1,Sholinganallur,1,Chennai
3344000,599,Under Construction,1,Sholinganallur,1,Chennai
3360000,602,Under Construction,1,Sholinganallur,1,Chennai
6285000,1237,Under Construction,2,Sholinganallur,2,Chennai
7754000,1468,Under Construction,2,Sholinganallur,1,Chennai
7020000,1329,Under Construction,2,Sholinganallur,2,Chennai
6864000,1351,Under Construction,2,Sholinganallur,2,Chennai
6528000,1285,Under Construction,2,Sholinganallur,1,Chennai
6396000,1259,Under Construction,2,Sholinganallur,2,Chennai
6452000,1270,Under Construction,2,Sholinganallur,2,Chennai
6447000,1269,Under Construction,2,Sholinganallur,1,Chennai
5600000,1258,Ready to move,2,Sholinganallur,2,Chennai
10900000,1708,Under Construction,3,Sholinganallur,3,Chennai
4900000,919,Ready to move,2,Sholinganallur,2,Chennai
8000000,1237,Under Construction,2,Sholinganallur,2,Chennai
9700000,1598,Under Construction,3,Sholinganallur,2,Chennai
6425000,1737,Ready to move,3,Siruseri,2,Chennai
6066000,1640,Ready to move,3,Siruseri,2,Chennai
5722000,1547,Ready to move,3,Siruseri,2,Chennai
5859000,1584,Ready to move,3,Siruseri,2,Chennai
5500000,1487,Ready to move,3,Siruseri,2,Chennai
5885000,1591,Ready to move,3,Siruseri,2,Chennai
2700000,600,Under Construction,2,Siruseri,4,Chennai
3988000,1040,Under Construction,3,Siruseri,2,Chennai
6200000,1295,Ready to move,2,Siruseri,2,Chennai
7447000,1655,Ready to move,3,Siruseri,3,Chennai
4000000,930,Under Construction,2,Siruseri,2,Chennai
2303000,510,Under Construction,1,Siruseri,1,Chennai
3502000,824,Under Construction,2,Siruseri,1,Chennai
1504000,338,Under Construction,1,Siruseri,1,Chennai
3298000,764,Under Construction,2,Siruseri,1,Chennai
6408000,1250,Under Construction,3,Sithalapakkam,2,Chennai
5414000,1050,Under Construction,2,Sithalapakkam,1,Chennai
3949000,800,Under Construction,2,Sithalapakkam,1,Chennai
5345000,1035,Under Construction,2,Sithalapakkam,1,Chennai
2972000,625,Under Construction,1,Sithalapakkam,1,Chennai
3128000,660,Under Construction,1,Sithalapakkam,1,Chennai
5574000,1085,Under Construction,2,Sithalapakkam,1,Chennai
6545000,1280,Under Construction,2,Sithalapakkam,1,Chennai
2927000,615,Under Construction,1,Sithalapakkam,1,Chennai
5459000,1060,Under Construction,2,Sithalapakkam,1,Chennai
5254000,1015,Under Construction,2,Sithalapakkam,1,Chennai
3061000,645,Under Construction,1,Sithalapakkam,1,Chennai
5482000,1065,Under Construction,2,Sithalapakkam,1,Chennai
45500000,2601,Under Construction,4,T Nagar,3,Chennai
64400000,3681,Under Construction,4,T Nagar,4,Chennai
29500000,1520,Under Construction,3,T Nagar,2,Chennai
36200000,2133,Under Construction,2,T Nagar,2,Chennai
39300000,2133,Under Construction,3,T Nagar,3,Chennai
24000000,1484,Ready to move,3,T Nagar,3,Chennai
24500000,1401,Ready to move,3,T Nagar,3,Chennai
44200000,2601,Under Construction,3,T Nagar,3,Chennai
44200000,2601,Under Construction,3,T Nagar,3,Chennai
24400000,1574,Ready to move,3,T Nagar,2,Chennai
21900000,1310,Under Construction,3,T Nagar,3,Chennai
3329000,1009,Under Construction,2,Thaiyur,1,Chennai
3342000,1013,Under Construction,2,Thaiyur,1,Chennai
2500000,605,Ready to move,1,Thaiyur,1,Chennai
5740000,1552,Under Construction,2,Thaiyur,1,Chennai
6460000,1700,Under Construction,3,Thaiyur,3,Chennai
5740000,1552,Under Construction,2,Thaiyur,1,Chennai
6460000,1700,Under Construction,3,Thaiyur,3,Chennai
3988000,1050,Ready to move,2,Thaiyur,2,Chennai
3802000,1001,Under Construction,2,Thaiyur,1,Chennai
4733000,1246,Under Construction,3,Thaiyur,2,Chennai
4030000,1061,Under Construction,2,Thaiyur,1,Chennai
5045000,1328,Under Construction,3,Thaiyur,2,Chennai
3730000,982,Under Construction,2,Thaiyur,1,Chennai
5071000,1335,Under Construction,3,Thaiyur,2,Chennai
1800000,353,Under Construction,1,Thirumazhisai,1,Chennai
3100000,730,Under Construction,2,Thirumazhisai,1,Chennai
3600000,849,Under Construction,2,Thirumazhisai,1,Chennai
1600000,319,Under Construction,1,Thirumazhisai,1,Chennai
1536000,300,Under Construction,1,Thirumazhisai,1,Chennai
2500000,640,Ready to move,1,Thirumazhisai,1,Chennai
2800000,730,Under Construction,2,Thirumazhisai,2,Chennai
3200000,849,Under Construction,2,Thirumazhisai,2,Chennai
2956000,768,Under Construction,2,Thirumullaivoyal,1,Chennai
3565000,926,Under Construction,3,Thirumullaivoyal,2,Chennai
3973000,1032,Under Construction,3,Thirumullaivoyal,2,Chennai
3330000,865,Under Construction,2,Thirumullaivoyal,1,Chennai
3653000,949,Under Construction,2,Thirumullaivoyal,1,Chennai
3388000,880,Under Construction,2,Thirumullaivoyal,1,Chennai
2955000,788,Under Construction,2,Thirumullaivoyal,1,Chennai
3311000,883,Under Construction,2,Thirumullaivoyal,1,Chennai
3311000,883,Under Construction,2,Thirumullaivoyal,1,Chennai
2966000,791,Under Construction,2,Thirumullaivoyal,1,Chennai
2966000,791,Under Construction,2,Thirumullaivoyal,1,Chennai
2921000,779,Under Construction,2,Thirumullaivoyal,1,Chennai
2921000,779,Under Construction,2,Thirumullaivoyal,1,Chennai
3453000,921,Under Construction,2,Thirumullaivoyal,1,Chennai
3453000,921,Under Construction,2,Thirumullaivoyal,1,Chennai
3172000,846,Under Construction,2,Thirumullaivoyal,1,Chennai
3172000,846,Under Construction,2,Thirumullaivoyal,1,Chennai
3015000,804,Under Construction,2,Thirumullaivoyal,1,Chennai
3015000,804,Under Construction,2,Thirumullaivoyal,1,Chennai
3015000,804,Under Construction,2,Thirumullaivoyal,1,Chennai
3003000,801,Under Construction,2,Thirumullaivoyal,1,Chennai
3015000,804,Under Construction,2,Thirumullaivoyal,1,Chennai
3003000,801,Under Construction,2,Thirumullaivoyal,1,Chennai
3030000,808,Under Construction,2,Thirumullaivoyal,1,Chennai
3030000,808,Under Construction,2,Thirumullaivoyal,1,Chennai
3468000,925,Under Construction,2,Thirumullaivoyal,1,Chennai
3468000,925,Under Construction,2,Thirumullaivoyal,1,Chennai
3146000,839,Under Construction,2,Thirumullaivoyal,1,Chennai
2898000,773,Under Construction,2,Thirumullaivoyal,1,Chennai
3146000,839,Under Construction,2,Thirumullaivoyal,1,Chennai
2898000,773,Under Construction,2,Thirumullaivoyal,1,Chennai
3097000,826,Under Construction,2,Thirumullaivoyal,1,Chennai
3097000,826,Under Construction,2,Thirumullaivoyal,1,Chennai
3116000,831,Under Construction,2,Thirumullaivoyal,1,Chennai
3116000,831,Under Construction,2,Thirumullaivoyal,1,Chennai
2955000,788,Under Construction,2,Thirumullaivoyal,1,Chennai
3500000,900,Ready to move,2,Thirumullaivoyal,2,Chennai
6569000,1381,Ready to move,3,Tiruvottiyur,2,Chennai
6564000,1380,Ready to move,3,Tiruvottiyur,2,Chennai
5347000,1117,Ready to move,2,Tiruvottiyur,1,Chennai
2322000,540,Ready to move,1,Tiruvottiyur,1,Chennai
2519000,586,Ready to move,1,Tiruvottiyur,1,Chennai
4575000,1064,Ready to move,2,Tiruvottiyur,1,Chennai
2506000,583,Ready to move,1,Tiruvottiyur,1,Chennai
2502000,582,Ready to move,1,Tiruvottiyur,1,Chennai
4553000,1059,Ready to move,2,Tiruvottiyur,1,Chennai
6838000,1439,Ready to move,3,Tiruvottiyur,2,Chennai
6847000,1441,Ready to move,3,Tiruvottiyur,2,Chennai
4472000,1040,Ready to move,2,Tiruvottiyur,1,Chennai
6875000,1447,Ready to move,3,Tiruvottiyur,2,Chennai
6763000,1423,Ready to move,3,Tiruvottiyur,2,Chennai
6777000,1426,Ready to move,3,Tiruvottiyur,2,Chennai
6681000,1405,Ready to move,3,Tiruvottiyur,2,Chennai
5472000,1144,Ready to move,2,Tiruvottiyur,1,Chennai
5463000,1142,Ready to move,2,Tiruvottiyur,1,Chennai
5519000,1154,Ready to move,2,Tiruvottiyur,1,Chennai
4394000,1022,Ready to move,2,Tiruvottiyur,1,Chennai
6610000,1390,Ready to move,3,Tiruvottiyur,2,Chennai
5409000,1130,Ready to move,2,Tiruvottiyur,1,Chennai
2365000,550,Ready to move,1,Tiruvottiyur,1,Chennai
6630000,1394,Ready to move,3,Tiruvottiyur,2,Chennai
2347000,546,Ready to move,1,Tiruvottiyur,1,Chennai
6635000,1395,Ready to move,3,Tiruvottiyur,2,Chennai
2326000,541,Ready to move,1,Tiruvottiyur,1,Chennai
2339000,544,Ready to move,1,Tiruvottiyur,1,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
7000000,1027,Ready to move,2,Vadanemmeli,2,Chennai
13200000,1176,Under Construction,2,Vadapalani,1,Chennai
13100000,1174,Under Construction,2,Vadapalani,1,Chennai
13200000,1180,Under Construction,2,Vadapalani,1,Chennai
13700000,1225,Under Construction,2,Vadapalani,1,Chennai
13000000,1159,Under Construction,2,Vadapalani,1,Chennai
13800000,1232,Under Construction,2,Vadapalani,1,Chennai
13600000,1211,Under Construction,2,Vadapalani,1,Chennai
12900000,1154,Under Construction,2,Vadapalani,1,Chennai
13500000,1204,Under Construction,2,Vadapalani,1,Chennai
4599000,920,Under Construction,2,Vanagaram,1,Chennai
4599000,920,Under Construction,2,Vanagaram,1,Chennai
4784000,957,Under Construction,2,Vanagaram,1,Chennai
4784000,957,Under Construction,2,Vanagaram,1,Chennai
4599000,920,Under Construction,2,Vanagaram,1,Chennai
4599000,920,Under Construction,2,Vanagaram,1,Chennai
4784000,957,Under Construction,2,Vanagaram,1,Chennai
4784000,957,Under Construction,2,Vanagaram,1,Chennai
4559000,912,Under Construction,2,Vanagaram,1,Chennai
4559000,912,Under Construction,2,Vanagaram,1,Chennai
4879000,976,Under Construction,2,Vanagaram,1,Chennai
4879000,976,Under Construction,2,Vanagaram,1,Chennai
4624000,925,Under Construction,2,Vanagaram,1,Chennai
4624000,925,Under Construction,2,Vanagaram,1,Chennai
3385000,594,Under Construction,1,Vanagaram,1,Chennai
3351000,588,Under Construction,1,Vanagaram,1,Chennai
3402000,597,Under Construction,1,Vanagaram,1,Chennai
5779000,1051,Under Construction,2,Vanagaram,2,Chennai
3400000,600,Under Construction,2,Vanagaram,2,Chennai
5774000,1013,Under Construction,2,Vanagaram,2,Chennai
5464000,1051,Under Construction,2,Vanagaram,2,Chennai
7980000,1400,Under Construction,3,Vanagaram,3,Chennai
7751000,1491,Under Construction,3,Vanagaram,3,Chennai
5464000,1051,Under Construction,2,Vanagaram,2,Chennai
7065000,1359,Under Construction,3,Vanagaram,2,Chennai
8545000,1554,Under Construction,3,Vanagaram,3,Chennai
8130000,937,Under Construction,2,Velachery,1,Chennai
8170000,942,Under Construction,2,Velachery,1,Chennai
20000000,1844,Ready to move,3,Velachery,3,Chennai
7600000,1028,Ready to move,2,Velachery,2,Chennai
10700000,1306,Ready to move,2,Velachery,2,Chennai
5583000,859,Ready to move,2,Velachery,2,Chennai
5583000,859,Ready to move,2,Velachery,2,Chennai
10000000,1188,Ready to move,3,Velachery,2,Chennai
8466000,996,Ready to move,2,Velachery,1,Chennai
8600000,1010,Ready to move,2,Velachery,2,Chennai
8740000,1469,Ready to move,3,Vengaivasal,2,Chennai
8157000,1371,Ready to move,3,Vengaivasal,2,Chennai
8829000,1484,Ready to move,3,Vengaivasal,2,Chennai
3575000,601,Ready to move,2,Vengaivasal,1,Chennai
1959000,540,Ready to move,1,Veppampattu,2,Chennai
1849000,520,Ready to move,1,Veppampattu,2,Chennai
3600000,900,Under Construction,2,Veppampattu,3,Chennai
2600000,720,Ready to move,2,Veppampattu,2,Chennai
2600000,720,Ready to move,2,Veppampattu,2,Chennai
2600000,720,Ready to move,2,Veppampattu,2,Chennai
2200000,601,Under Construction,1,Veppampattu,2,Chennai
3600000,902,Ready to move,2,Veppampattu,2,Chennai
4000000,1000,Ready to move,2,Veppampattu,2,Chennai
3600000,900,Ready to move,2,Veppampattu,2,Chennai
3000000,820,Ready to move,2,Veppampattu,2,Chennai
2190000,600,Under Construction,1,Veppampattu,2,Chennai
2200000,600,Under Construction,1,Veppampattu,2,Chennai
1600000,500,Ready to move,1,Veppampattu,1,Chennai
4500000,1200,Under Construction,3,Veppampattu,2,Chennai
2700000,750,Ready to move,2,Veppampattu,2,Chennai
2600000,720,Ready to move,2,Veppampattu,2,Chennai
3000000,820,Ready to move,2,Veppampattu,2,Chennai
2295000,600,Ready to move,1,Veppampattu,2,Chennai
1790000,601,Ready to move,1,Veppampattu,2,Chennai
2400000,600,Ready to move,2,Veppampattu,2,Chennai
1825000,600,Ready to move,1,Veppampattu,2,Chennai
2590000,700,Ready to move,2,Veppampattu,2,Chennai
2280000,600,Ready to move,1,Veppampattu,2,Chennai
2690000,704,Ready to move,2,Veppampattu,2,Chennai
2599000,703,Ready to move,2,Veppampattu,2,Chennai
1949000,520,Ready to move,1,Veppampattu,2,Chennai
2650000,680,Ready to move,2,Veppampattu,2,Chennai
2250000,600,Ready to move,1,Veppampattu,2,Chennai
2250000,630,Ready to move,2,Veppampattu,2,Chennai
1650000,550,Ready to move,1,Veppampattu,2,Chennai
2275000,600,Ready to move,1,Veppampattu,2,Chennai
2285000,600,Ready to move,2,Veppampattu,2,Chennai
1784000,600,Ready to move,1,Veppampattu,1,Chennai
2700000,720,Ready to move,2,Veppampattu,2,Chennai
2199000,600,Ready to move,1,Veppampattu,2,Chennai
2200000,600,Ready to move,1,Veppampattu,2,Chennai
2900000,800,Ready to move,2,Veppampattu,2,Chennai
2300000,594,Ready to move,1,Veppampattu,2,Chennai
2899000,751,Ready to move,2,Veppampattu,2,Chennai
2699000,701,Ready to move,2,Veppampattu,2,Chennai
2299000,609,Ready to move,2,Veppampattu,2,Chennai
2690000,700,Ready to move,2,Veppampattu,2,Chennai
2700000,700,Ready to move,2,Veppampattu,2,Chennai
2580000,700,Ready to move,2,Veppampattu,2,Chennai
2600000,700,Ready to move,2,Veppampattu,2,Chennai
2300000,600,Ready to move,2,Veppampattu,2,Chennai
2200000,600,Ready to move,1,Veppampattu,2,Chennai
2600000,700,Ready to move,2,Veppampattu,2,Chennai
2700000,725,Ready to move,2,Veppampattu,2,Chennai
2585000,650,Ready to move,2,Veppampattu,2,Chennai
2590000,650,Ready to move,2,Veppampattu,2,Chennai
2650000,700,Ready to move,2,Veppampattu,2,Chennai
2600000,650,Ready to move,2,Veppampattu,2,Chennai
1800000,599,Ready to move,1,Veppampattu,2,Chennai
2225000,603,Ready to move,1,Veppampattu,2,Chennai
1899000,611,Ready to move,1,Veppampattu,2,Chennai
2680000,700,Ready to move,2,Veppampattu,2,Chennai
2280000,600,Ready to move,2,Veppampattu,2,Chennai
2675000,700,Ready to move,2,Veppampattu,2,Chennai
1938000,510,Ready to move,1,Veppampattu,1,Chennai
3800000,1000,Ready to move,2,Veppampattu,1,Chennai
2280000,600,Ready to move,1,Veppampattu,1,Chennai
2090000,550,Ready to move,1,Veppampattu,1,Chennai
3040000,800,Ready to move,2,Veppampattu,1,Chennai
2470000,650,Ready to move,2,Veppampattu,1,Chennai
4560000,1200,Ready to move,2,Veppampattu,1,Chennai
2394000,630,Ready to move,1,Veppampattu,1,Chennai
2950000,800,Ready to move,2,Veppampattu,2,Chennai
3000000,800,Ready to move,2,Veppampattu,2,Chennai
2750000,750,Ready to move,2,Veppampattu,2,Chennai
2750000,750,Ready to move,2,Veppampattu,2,Chennai
2750000,750,Ready to move,2,Veppampattu,2,Chennai
3000000,800,Ready to move,2,Veppampattu,2,Chennai
3150000,850,Ready to move,2,Veppampattu,2,Chennai
3400000,900,Ready to move,2,Veppampattu,2,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
39800000,2650,Ready to move,5,West Mambalam,5,Chennai
18800000,2221,Under Construction,3,other,3,Chennai
7299000,936,Ready to move,3,other,2,Chennai
33000000,3670,Ready to move,3,other,2,Chennai
4861000,884,Ready to move,2,other,1,Chennai
18800000,2221,Under Construction,3,other,3,Chennai
8303000,1101,Ready to move,3,other,2,Chennai
44000000,4896,Ready to move,4,other,3,Chennai
18800000,2221,Under Construction,3,other,3,Chennai
18800000,2221,Under Construction,3,other,3,Chennai
6499000,1274,Under Construction,2,other,2,Chennai
6530000,1280,Under Construction,2,other,1,Chennai
6770000,1328,Under Construction,2,other,2,Chennai
1283000,391,Under Construction,1,other,1,Chennai
1289000,394,Under Construction,1,other,1,Chennai
7220000,1313,Ready to move,2,other,1,Chennai
4905000,892,Ready to move,2,other,1,Chennai
6477000,1178,Ready to move,2,other,1,Chennai
55000000,5879,Ready to move,5,other,6,Chennai
55000000,5765,Ready to move,5,other,6,Chennai
7000000,1112,Ready to move,2,other,1,Chennai
8900000,1414,Ready to move,3,other,3,Chennai
6900000,1092,Ready to move,2,other,1,Chennai
8500000,1358,Ready to move,3,other,2,Chennai
4600000,900,Ready to move,2,other,2,Chennai
13500000,1415,Ready to move,3,other,3,Chennai
37000000,3600,Ready to move,3,other,3,Chennai
5250000,550,Ready to move,1,other,1,Chennai
2600000,540,Ready to move,1,other,1,Chennai
7500000,850,Under Construction,2,other,2,Chennai
18200000,2640,Ready to move,4,other,4,Chennai
5300000,850,Under Construction,2,other,2,Chennai
5300000,850,Under Construction,2,other,2,Chennai
5000000,905,Ready to move,2,other,2,Chennai
6900000,1071,Ready to move,2,other,2,Chennai
4100000,600,Under Construction,2,other,2,Chennai
6021000,782,Under Construction,1,other,1,Chennai
4500000,670,Ready to move,2,other,2,Chennai
4000000,655,Ready to move,2,other,2,Chennai
10000000,1400,Ready to move,3,other,3,Chennai
1500000,450,Ready to move,1,other,1,Chennai
9800000,1253,Ready to move,3,other,2,Chennai
8300000,997,Ready to move,2,other,1,Chennai
13500000,1950,Ready to move,3,other,3,Chennai
16000000,2300,Ready to move,4,other,4,Chennai
6500000,900,Ready to move,2,other,2,Chennai
6500000,900,Ready to move,2,other,2,Chennai
4000000,680,Ready to move,2,other,1,Chennai
1950000,600,Under Construction,1,other,1,Chennai
4500000,840,Ready to move,2,other,2,Chennai
4070000,760,Under Construction,2,other,2,Chennai
4702000,825,Ready to move,2,other,2,Chennai
4702000,825,Ready to move,2,other,2,Chennai
4702000,825,Ready to move,2,other,2,Chennai
4702000,825,Ready to move,2,other,2,Chennai
7980000,1400,Ready to move,3,other,3,Chennai
39000000,4000,Ready to move,4,other,4,Chennai
4170000,760,Under Construction,2,other,2,Chennai
4075000,750,Under Construction,2,other,2,Chennai
5500000,1000,Ready to move,2,other,2,Chennai
3500000,620,Ready to move,1,other,1,Chennai
35000000,4361,Ready to move,4,other,4,Chennai
13000000,1330,Ready to move,2,other,3,Chennai
14700000,1550,Ready to move,3,other,3,Chennai
11500000,1150,Ready to move,2,other,2,Chennai
11000000,1310,Ready to move,2,other,2,Chennai
2313000,503,Under Construction,1,other,1,Chennai
2056000,447,Under Construction,1,other,1,Chennai
5700000,1075,Ready to move,2,other,2,Chennai
11500000,1238,Ready to move,3,other,3,Chennai
4000000,652,Ready to move,2,other,2,Chennai
13000000,2020,Ready to move,3,other,2,Chennai
6200000,950,Ready to move,3,other,2,Chennai
5251000,938,Under Construction,2,other,1,Chennai
6707000,1198,Under Construction,3,other,2,Chennai
1800000,500,Under Construction,1,other,1,Chennai
2800000,850,Ready to move,1,other,1,Chennai
2550000,700,Ready to move,1,other,1,Chennai
5400000,950,Under Construction,2,other,2,Chennai
9000000,1390,Ready to move,3,other,3,Chennai
7650000,1150,Ready to move,2,other,2,Chennai
15000000,1750,Ready to move,3,other,2,Chennai
4200000,738,Ready to move,2,other,2,Chennai
22000000,3000,Ready to move,3,other,3,Chennai
17000000,2200,Ready to move,4,other,3,Chennai
16400000,2000,Ready to move,4,other,3,Chennai
